,body_length,description,gts,listed,name_length,num_order,num_payouts,org_desc,sale_duration2,fraud_target,time_to_payout,time_till_event,is_country_same,CHECK,ACH
3846,3431,0.03616224613675856,56.71,1,20,4,9,0.07639239415937708,15,0,432000,84689079,1,1,0
3847,8206,0.01476463556045876,1685.0,1,58,54,0,0.032787097074632406,39,0,432000,1448363,1,1,0
3848,2449,0.03812887525542811,203.91,1,39,9,32,0.053447937243953365,100,0,432000,48211428,1,0,1
3849,2154,0.04442126649524935,24.0,1,38,1,106,0.08440412580433232,89,0,432000,73091005,1,1,0
3850,8125,0.02252330418743424,19.45,1,37,2,0,0.07839404310249218,74,0,432000,92209299,1,0,1
3851,1266,0.15940094039434852,576.4,1,12,10,172,0.10368451742511677,193,0,432000,42421042,1,0,1
3852,6334,0.0518830092336792,265.83,1,36,9,4,0.07229988981117898,1,0,432000,45675560,1,1,0
3853,181,0.134162044780171,616.87,1,38,2,0,0.10053406573106269,39,0,432000,238,1,1,0
3854,22407,0.020214629940189733,589.22,1,61,37,7,0.09533399484863737,18,0,432000,13447282,1,1,0
3855,896,0.05955075966505264,1569.88,1,25,11,0,0.10368451742511677,49,0,432000,72567256,1,1,0
3856,4433,0.10599364178103839,3068.66,1,15,6,1,0.10053406573106269,16,0,432000,31095708,1,0,1
3857,1271,0.05323320954958714,4700.0,1,29,50,3,0.01618431244509119,16,0,432000,1114960,1,0,1
3858,0,0.1683912543676158,11.54,1,56,1,0,0.08479236938294062,27,0,432000,49412379,1,0,1
3859,665,0.05942813094596453,37.92,1,47,1,0,0.10368451742511677,85,0,432000,1696,1,1,0
3860,7537,0.044304790290285376,700.0,1,28,19,0,0.10053406573106269,32,0,432000,34118609,1,1,0
3861,0,0.12817596232927234,792.4,1,25,1,0,0.10053406573106269,13,1,432000,1,0,0,1
3862,1417,0.054030587016381165,67165.25,1,26,571,3,0.10368451742511677,150,0,432000,25838485,1,0,1
3863,3246,0.08964007449437554,300.0,1,42,1,1,0.10368451742511677,147,0,432000,6472010,1,1,0
3864,475,0.06517628461546363,27.87,1,17,1,0,0.10053406573106269,2,0,432000,1458334,0,0,1
3865,549,0.14078137167678023,154.88,1,29,4,0,0.04263535473366498,54,0,432000,64327310,1,0,1
3866,3607,0.051456718752665456,4890.0,1,74,9,0,0.04092370504511949,166,0,432000,1,1,0,1
3867,485,0.06577533180270918,236.39,1,46,8,0,0.10368451742511677,10,0,432000,3698169,1,0,1
3868,2200,0.08406317529444009,16.66,0,27,1,0,0.10368451742511677,27,0,432000,1,1,0,1
3869,8193,0.03988254697718307,1007.81,0,35,5,1,0.08638221966075602,45,0,432000,31694314,1,0,1
3870,0,0.1683912543676158,3.03,1,8,1,0,0.10368451742511677,17,0,432000,24,1,0,1
3871,20947,0.026694748151202555,1232.08,1,38,13,0,0.06502903023432903,43,0,432000,0,1,0,1
3872,20778,0.034091689543346994,1862.0,0,38,39,56,0.07229988981117898,1,0,432000,38933938,1,0,1
3873,2980,0.06962787017218589,76.65,1,47,3,15,0.03824837836551156,60,0,432000,44490562,0,0,1
3874,13248,0.026003161851126465,21.39,1,30,1,0,0.018235702313888495,174,0,432000,2,1,0,1
3875,0,0.1683912543676158,14728.8,1,14,15,0,0.10368451742511677,1,1,432000,5811014,0,0,1
3876,1141,0.026650957274033698,402.9,1,56,11,0,0.10053406573106269,40,0,432000,1,1,0,1
3877,2242,0.037259288895164513,1455.27,1,30,10,25,0.03570981046809826,29,0,432000,78392724,1,0,1
3878,2390,0.010232057531437199,1205.7,1,35,26,0,0.10368451742511677,9,0,432000,48157915,0,1,0
3879,1148,0.06700929569885997,493.9,1,47,23,0,0.10053406573106269,39,0,432000,59,0,0,1
3880,464,0.12817596232927234,36.7,1,18,3,4,0.07290682319864696,66,0,432000,102410262,1,0,1
3881,691,0.07323746558574454,37690.51,1,11,450,3,0.0744031972341828,24,0,432000,780013,1,0,1
3882,1108,0.13026597200354478,73.44,1,27,1,0,0.07439455689322239,61,0,432000,1,1,0,1
3883,1800,0.1571412254018808,433.61,1,36,12,115,0.10368451742511677,30,0,432000,14351765,1,0,1
3884,847,0.09490391852809896,694.83,0,45,10,0,0.10368451742511677,57,0,432000,20816,1,0,1
3885,322,0.13760820982867691,421.95,1,9,1,1,0.024596037156951706,0,0,432000,1123070,0,0,1
3886,1800,0.09852165803786796,573.51,1,36,14,119,0.10053406573106269,30,0,432000,14862309,1,0,1
3887,3456,0.05702792882100984,200.0,1,55,1,23,0.03790040437517792,72,0,432000,1823181,1,0,1
3888,958,0.02329938003220785,200.0,1,27,7,0,0.10368451742511677,16,0,432000,2196,1,0,1
3889,2425,0.032451848036129695,73.2,1,57,7,0,0.10368451742511677,79,0,432000,13786328,1,1,0
3890,7834,0.02331961369937885,450.0,0,58,9,1,0.10368451742511677,4,0,432000,72489173,1,0,1
3891,4949,0.033362275840325785,792.0,1,26,5,0,0.10368451742511677,64,0,432000,171717,0,0,1
3892,4983,0.033362275840325785,1485.0,1,26,8,0,0.10368451742511677,76,0,432000,172486,0,0,1
3893,3624,0.023251742215876496,2670.52,1,23,8,13,0.10368451742511677,139,0,432000,97014669,1,1,0
3894,13054,0.026844710052310726,46564.9,0,14,89,0,0.04112498283606751,63,0,432000,46968645,1,0,1
3895,3036,0.029310977051305854,105.0,1,37,1,92,0.03790040437517792,103,0,432000,2418128,1,0,1
3896,1027,0.057731443181669055,2520.0,0,51,19,5,0.10368451742511677,29,0,432000,22730479,1,1,0
3897,429,0.10098087794327602,40.0,1,48,1,0,0.10368451742511677,151,0,432000,129933561,1,1,0
3898,344,0.04956907567823443,40.0,1,43,1,4,0.10368451742511677,13,0,432000,55893569,0,0,1
3899,986,0.035777782297668106,157.5,0,55,9,5,0.011086036146295254,14,0,432000,17547677,1,0,1
3900,1387,0.038700609173391916,925.0,1,15,19,0,0.10053406573106269,30,0,432000,70574260,1,1,0
3901,3361,0.017846767764082668,150.0,1,63,3,0,0.026868848977820523,54,0,432000,171290,1,1,0
3902,1706,0.02455699112783944,120.0,1,36,7,47,0.10368451742511677,81,0,432000,83965868,1,1,0
3903,2397,0.01034680465310385,920.0,1,26,3,0,0.04828117494221155,74,0,432000,212,1,0,1
3904,3932,0.1599605874520117,9276.85,1,57,47,0,0.10368451742511677,11,0,432000,14872099,1,0,1
3905,1759,0.06488705134926945,472.68,0,73,2,60,0.0354037295550256,6,0,432000,4680720,1,0,1
3906,753,0.10841986247280411,957.31,1,82,14,154,0.10053406573106269,25,0,432000,75511873,1,0,1
3907,4877,0.02884905467274506,50.9,1,119,2,8,0.015322918038812338,8,0,432000,114923942,0,0,1
3908,417,0.1683912543676158,448.14,0,42,42,0,0.10368451742511677,73,0,432000,1,1,0,1
3909,4438,0.057603001258788915,660.61,1,66,15,55,0.10368451742511677,31,0,432000,72528855,1,0,1
3910,1392,0.1899994307310096,518.92,1,67,5,1,0.05705510680234989,16,0,432000,17243414,1,0,1
3911,3397,0.03522232521659884,150.45,1,67,5,173,0.02238138729086816,16,0,432000,76098644,1,0,1
3912,3379,0.009115023767263258,323.12,1,16,20,0,0.10368451742511677,19,0,432000,2,1,0,1
3913,2047,0.01846969120915064,1625.0,1,47,56,9,0.10368451742511677,79,0,432000,4134742,1,0,1
3914,474,0.11726655710308485,1491.72,1,22,20,3,0.015520817333768628,39,0,432000,71868501,1,0,1
3915,1413,0.10390652372396239,970.97,1,20,32,23,0.10368451742511677,21,0,432000,31030267,1,0,1
3916,911,0.15088258608973504,33.64,1,12,1,11,0.07829847036236426,33,0,432000,63733129,1,0,1
3917,0,0.1683912543676158,33.64,1,22,2,0,0.10368451742511677,58,0,432000,1,0,0,1
3918,0,0.12817596232927234,269.12,1,22,14,0,0.10053406573106269,51,0,432000,592291,0,0,1
3919,14015,0.06742287696692381,412.64,1,25,6,0,0.05522904708089131,58,0,432000,14052052,0,0,1
3920,406,0.15107009484812634,62.18,1,47,1,1,0.10368451742511677,7,0,432000,704058,1,0,1
3921,193,0.1683912543676158,81.77,1,27,3,0,0.0847446244942043,3,0,432000,55564472,1,0,1
3922,2985,0.12817596232927234,187.42,1,50,3,0,0.10053406573106269,18,0,432000,8286200,1,0,1
3923,225,0.07590833091813319,1048.0,1,32,15,121,0.03619505288681186,29,0,432000,78017089,1,0,1
3924,1189,0.0556039057932576,32.64,1,45,1,0,0.04575389760858956,57,0,432000,1,0,1,0
3925,3347,0.03444377698463561,521.43,0,41,7,33,0.10053406573106269,20,0,432000,163615806,1,1,0
3926,1928,0.07463415353829667,66.35,1,157,6,0,0.10368451742511677,1,0,432000,87957066,0,0,1
3927,913,0.0907115965389476,129903.02,1,24,1054,44,0.10368451742511677,100,0,432000,60813227,1,0,1
3928,2482,0.03834202278879661,86.12,1,62,10,7,0.10368451742511677,27,0,432000,50881482,1,0,1
3929,1935,0.04770419558544564,286.52,1,47,2,5,0.016068388959855406,90,0,432000,17695148,1,0,1
3930,1421,0.04363891025040349,86.38,1,27,2,0,0.10053406573106269,13,0,432000,65109681,1,0,1
3931,1140,0.10578125456820313,559.04,1,17,14,2,0.10368451742511677,18,0,432000,20664529,0,0,1
3932,7994,0.026968008108698073,508.07,1,59,20,4,0.029369841174501414,11,0,432000,25809261,1,0,1
3933,928,0.08850905076725411,750.0,1,35,9,0,0.06957544496063202,40,0,432000,119069,1,0,1
3934,2815,0.3702141667044362,0.0,1,27,0,0,0.4996072237950774,13,1,432000,111333,0,0,0
3935,5006,0.11419029685596871,355.81,1,24,8,6,0.10368451742511677,27,0,432000,117712747,1,1,0
3936,6130,0.035339560402366126,541.97,1,100,3,51,0.06736322185181189,31,0,432000,18563560,1,0,1
3937,3887,0.022537174806868003,121.76,1,27,1,0,0.06820387279975484,72,0,432000,45358100,1,0,1
3938,668,0.09974257827210077,3071.07,1,34,6,0,0.10053406573106269,3,1,432000,1,1,0,0
3939,0,0.12817596232927234,12714.38,1,21,83,16,0.0542263086788809,63,0,432000,1,0,0,1
3940,1495,0.09246386550717604,80.0,1,50,1,0,0.10368451742511677,21,0,432000,1,1,1,0
3941,5869,0.04832390453873816,15.31,1,37,1,0,0.10368451742511677,7,0,432000,10637854,1,0,1
3942,2621,0.0464763188045157,848.48,1,55,50,25,0.10368451742511677,59,0,432000,119680688,1,0,1
3943,2989,0.025158386507999633,990.0,1,45,64,6,0.03298706972610334,25,0,432000,88740550,1,0,1
3944,2141,0.1336164464637206,375.0,1,10,2,0,0.09403062072876996,89,0,432000,1,1,0,1
3945,3735,0.010133655923184921,2400.0,1,52,51,0,0.10368451742511677,11,0,432000,114305197,1,1,0
3946,12543,0.10789795839819102,1770.9,1,63,1,0,0.290054797609419,4,1,432000,505190,0,0,1
3947,723,0.15292947820507888,419.71,1,67,18,8,0.03266133554323587,27,0,432000,73791547,1,1,0
3948,3911,0.026084000845722186,1290.0,1,57,16,0,0.030799258140561135,29,0,432000,5353151,1,0,1
3949,899,0.11341185472959575,30.27,1,25,4,1,0.05476516201158448,26,0,432000,69808921,1,0,1
3950,836,0.10051308143907325,60.69,1,19,8,3,0.05476516201158448,28,0,432000,69809416,1,0,1
3951,1141,0.11333675744174924,822.12,0,55,8,45,0.04668790233466737,39,0,432000,85872973,1,0,1
3952,1481,0.061069497185182724,7191.51,1,30,72,0,0.0799798861775082,69,0,432000,167,1,0,1
3953,191,0.4608013896953229,12.54,1,20,2,0,0.2984669115883347,8,1,432000,6,1,0,0
3954,0,0.12817596232927234,30.0,0,36,2,67,0.10053406573106269,9,0,432000,121672042,0,0,1
3955,2656,0.06517133949203549,11.54,1,75,1,1,0.01697258139435266,77,0,432000,8910896,1,0,1
3956,1951,0.12166647286438304,426.11,1,35,18,0,0.10368451742511677,25,0,432000,61273630,1,0,1
3957,5726,0.030775442171065495,198.81,1,74,4,2,0.05012363323625587,75,0,432000,59195392,1,1,0
3958,0,0.1683912543676158,1635.59,1,21,4,0,0.10368451742511677,39,0,432000,1,0,0,1
3959,0,0.12817596232927234,165.0,0,32,6,0,0.10053406573106269,2,0,432000,0,1,1,0
3960,14684,0.012397077169274353,585.0,1,63,29,11,0.10368451742511677,40,0,432000,67405837,1,0,1
3961,2457,0.05114777277841955,256.2,1,58,3,59,0.09410234619265709,52,0,432000,55904813,1,0,1
3962,0,0.1683912543676158,38.0,1,11,1,298,0.04895433712126081,13,0,432000,34352323,1,0,1
3963,3920,0.04453507836897124,1683.5,1,30,23,0,0.10368451742511677,68,0,432000,10514182,1,0,1
3964,2725,0.04070023534030369,425.0,1,42,12,10,0.10053406573106269,46,0,432000,6572011,1,0,1
3965,982,0.08102141896614931,132.54,1,35,6,2,0.10368451742511677,60,0,432000,266961,1,0,1
3966,6955,0.035057210530600964,7789.3,1,50,81,2,0.04259782240574333,95,0,432000,4,1,0,1
3967,575,0.1350127665961557,1014.08,1,58,13,0,0.09187068394443193,36,0,432000,18274597,1,0,1
3968,2787,0.03201210286895526,2167.05,1,50,14,107,0.021066864541893243,34,0,432000,75578281,1,1,0
3969,7897,0.05106891487056991,78.81,1,38,5,0,0.10053406573106269,35,0,432000,46388037,1,0,1
3970,2072,0.04526913354892814,270.9,0,41,2,0,0.07229988981117898,19,0,432000,8046,1,0,1
3971,2201,0.062397739331495866,464.1,1,40,20,4,0.10053406573106269,50,0,432000,12774098,1,0,1
3972,2205,0.07104841410895218,126.94,1,71,8,3,0.10368451742511677,27,0,432000,33259718,1,0,1
3973,324,0.23513452688157033,191.59,1,15,7,0,0.5624923920854537,40,1,432000,1789603,1,0,0
3974,5228,0.07137389474224072,317.97,1,42,3,0,0.01788154473156468,27,0,432000,4141466,1,0,1
3975,2932,0.055234435627928916,46.16,1,47,2,0,0.10368451742511677,11,0,432000,13371806,0,0,1
3976,977,0.03419712893947004,529.48,1,47,2,1,0.04402924186091594,23,0,432000,11902117,1,0,1
3977,2707,0.03398925057414754,90.02,1,19,5,0,0.10368451742511677,24,0,432000,38115,1,0,1
3978,3174,0.10270266922564983,35.0,1,34,1,0,0.10053406573106269,51,0,432000,1,1,0,1
3979,6176,0.03555685954122166,552.12,1,38,14,11,0.02273430938804095,7,0,432000,33277510,1,0,1
3980,6578,0.20013598439023567,66.07,0,56,3,14,0.040188817543233196,47,0,432000,71874130,1,0,1
3981,76,0.41223353588516265,0.0,1,16,0,0,0.7785491383612656,0,1,432000,866801,1,0,0
3982,5773,0.02448618024809147,3914.04,1,27,61,0,0.10368451742511677,39,0,432000,1729945,1,1,0
3983,431,0.08906472808622552,16.76,1,19,1,10,0.0616277827729114,10,0,432000,5264263,1,0,1
3984,218,0.12093749560384148,2036.34,1,25,46,17,0.10368451742511677,37,0,432000,89709621,1,0,1
3985,398,0.12817596232927234,253.88,1,35,16,3,0.019582748549707898,25,0,432000,554,1,0,1
3986,8088,0.6026260369425313,288.5,0,41,3,0,0.10053406573106269,0,1,432000,49806,0,0,0
3987,13845,0.013463870343020072,1236.02,1,74,20,0,0.0601949258446156,6,0,432000,8256853,1,0,1
3988,701,0.15292947820507888,30.0,1,27,1,29,0.10368451742511677,12,0,432000,42761542,1,0,1
3989,393,0.12633225473944495,66.27,1,59,2,0,0.10368451742511677,15,0,432000,1,1,0,1
3990,888,0.05616969679194395,15.0,1,41,3,0,0.10368451742511677,25,0,432000,12645491,1,0,1
3991,140,0.43396642807925284,322.44,1,8,3,0,0.6557747594477762,0,1,432000,38,1,0,1
3992,6637,0.16416669808344747,0.0,1,33,0,0,0.8120470360313624,40,1,432000,2842,1,0,0
3993,277,0.06448891670687198,520.0,1,31,10,42,0.05420175028247468,12,0,432000,41772265,1,0,1
3994,251,0.03811233294806361,50.46,0,15,2,0,0.10368451742511677,21,0,432000,1,0,0,1
3995,10941,0.10223791423768384,431.9,1,62,10,8,0.07229988981117898,49,0,432000,39161590,1,0,1
3996,15,0.5072764480628159,331.35,1,8,6,0,0.10053406573106269,1,1,432000,500102,1,0,1
3997,526,0.10774174971521845,4500.0,1,34,14,171,0.07839404310249218,6,0,432000,14990744,1,0,1
3998,670,0.0962752711630597,127.98,1,56,2,72,0.10368451742511677,18,0,432000,51143115,1,0,1
3999,1414,0.4653497577614329,213.97,1,22,3,0,0.10368451742511677,61,1,432000,7107,0,0,1
4000,1846,0.1683912543676158,0.0,1,37,0,0,0.799559562332045,22,1,432000,90189854,1,0,0
4001,1157,0.235442625186467,0.0,1,37,0,0,0.7934323311201126,22,1,432000,90192004,1,0,0
4002,5410,0.021952808895422164,1160.0,1,26,132,7,0.01798438190341286,43,0,432000,26107532,1,1,0
4003,12788,0.023601674638628438,2850.0,1,43,19,1,0.07096924129653014,130,0,432000,37313876,1,1,0
4004,1756,0.04336879043602334,321.45,1,30,5,47,0.06900645483951856,358,0,432000,20741887,0,0,1
4005,2552,0.02345149862250837,1426.89,1,24,4,0,0.10368451742511677,54,0,432000,15896,0,0,1
4006,5455,0.1857747573612901,985.48,1,34,7,0,0.08612676861318469,46,0,432000,1,1,1,0
4007,1309,0.016888314003876585,33.62,1,57,2,5,0.10368451742511677,36,0,432000,28585192,1,1,0
4008,1133,0.07159852579610596,13633.24,1,29,131,0,0.07229988981117898,18,0,432000,1,1,0,1
4009,2177,0.06742177764013495,403.44,1,63,14,0,0.06021112586163702,17,0,432000,1723193,1,1,0
4010,4912,0.060360086557292046,90.41,1,43,2,4,0.10053406573106269,46,0,432000,6825990,1,0,1
4011,2998,0.059611646802496525,424.32,1,22,10,0,0.07744226046288304,46,0,432000,1,1,0,1
4012,245,0.1082772304463553,9075.0,0,28,29,0,0.10368451742511677,28,0,432000,129,1,1,0
4013,0,0.12817596232927234,344.7,1,43,15,14,0.0684781442105331,15,0,432000,23420401,1,1,0
4014,3932,0.057578247628421245,606.15,1,84,5,7,0.024233823188893514,252,0,432000,12875897,0,0,1
4015,4177,0.02868839871111003,81.44,1,32,4,1,0.09478519354019989,20,0,432000,26933777,1,0,1
4016,13883,0.029323094992255695,7358.59,1,65,34,3,0.08429980590802025,49,0,432000,79494421,0,0,1
4017,672,0.07581321367091835,323.12,1,22,21,1,0.10368451742511677,27,0,432000,69732050,1,0,1
4018,68,0.12817596232927234,11.54,1,15,1,0,0.10053406573106269,3,0,432000,2,1,1,0
4019,620,0.12050047420776482,67.04,1,15,5,44,0.10368451742511677,6,0,432000,25752495,1,1,0
4020,1064,0.03952099609691153,200.0,0,30,1,6,0.10053406573106269,1,0,432000,32746661,0,0,1
4021,613,0.07590833091813319,4.51,0,14,2,0,0.08509646427976131,15,0,432000,261178,1,0,1
4022,1615,0.07334970152053828,1834.86,1,51,96,589,0.10053406573106269,26,0,432000,34399134,1,1,0
4023,1615,0.06872799020876386,773.18,1,99,32,678,0.10368451742511677,37,0,432000,34399145,1,1,0
4024,1615,0.06872799020876386,115.4,1,47,4,519,0.10368451742511677,11,0,432000,34399149,1,1,0
4025,1615,0.06872799020876386,1015.52,1,53,37,590,0.10368451742511677,27,0,432000,34399203,1,1,0
4026,146,0.05560462943262701,5114.0,1,116,23,41,0.03062706237953638,49,0,432000,102958022,0,1,0
4027,111,0.1683912543676158,44.18,1,6,1,77,0.07229988981117898,55,0,432000,19516123,1,0,1
4028,616,0.2128122908216453,22.09,1,15,1,0,0.10368451742511677,94,0,432000,1,1,0,1
4029,10687,0.05412552519333084,783.19,1,20,16,0,0.10368451742511677,60,0,432000,0,1,0,1
4030,1087,0.05379927824486619,19107.0,1,148,6,35,0.10053406573106269,155,0,432000,21240519,1,0,1
4031,26681,0.10315773794456377,244.29,1,44,5,0,0.10368451742511677,44,0,432000,1,1,0,1
4032,15243,0.05319800062416229,529.48,1,29,2,16,0.10368451742511677,0,0,432000,45383567,1,0,1
4033,5753,0.048557850078400924,207.72,1,40,10,1,0.10368451742511677,8,0,432000,40678255,1,0,1
4034,1757,0.028246862482370627,480.0,1,38,11,2,0.01509073669843213,28,0,432000,17962277,0,0,1
4035,520,0.06358803230414393,52.98,1,48,2,3,0.10368451742511677,12,0,432000,26589835,1,0,1
4036,1262,0.12817596232927234,96.95,1,34,1,4,0.0627561115375924,35,0,432000,48331622,0,0,1
4037,6846,0.04080762203897721,3712.11,1,25,45,2,0.024109442611609612,191,0,432000,51857829,1,0,1
4038,1930,0.01743902726616158,1327.15,1,51,18,0,0.045095114888463496,29,0,432000,36102,1,0,1
4039,498,0.17594019832794863,0.0,1,14,0,0,0.799559562332045,17,1,432000,157655947,1,0,0
4040,2450,0.06289897429558419,154.15,1,39,28,5,0.02784702739313977,27,0,432000,14950659,1,0,1
4041,2402,0.05585070581987265,2372.87,1,27,43,0,0.10368451742511677,35,0,432000,151,1,1,0
4042,4201,0.06718110816268362,54.0,1,53,6,113,0.08479236938294062,38,0,432000,67558450,1,1,0
4043,870,0.7640484179812126,952.47,0,17,1,0,0.10368451742511677,0,1,432000,10194190,1,0,1
4044,6068,0.04458036134535735,12741.79,1,64,18,6,0.10368451742511677,75,0,432000,6653697,1,0,1
4045,1444,0.03740099393924649,105.0,1,87,7,20,0.10368451742511677,192,0,432000,56318646,1,1,0
4046,2971,0.024130505076743577,3648.44,0,51,74,28,0.10368451742511677,44,0,432000,44135095,1,0,1
4047,795,0.1683912543676158,75.0,1,39,2,8,0.06366641965824887,34,0,432000,1207500,1,0,1
4048,4681,0.03075866267991249,1189.5,1,50,42,2,0.05502562134206728,50,0,432000,1200053,1,0,1
4049,0,0.12817596232927234,264.74,0,43,1,9,0.035800266479130864,0,0,432000,9657232,0,1,0
4050,1094,0.10082152535319819,1449.09,1,39,34,3,0.10368451742511677,20,0,432000,8481481,1,0,1
4051,5565,0.012647895538744349,297.74,1,33,9,7,0.10368451742511677,32,0,432000,77676909,1,0,1
4052,2482,0.3334356555763761,265.62,1,25,3,1,0.10368451742511677,2,1,432000,1589337,1,0,1
4053,6921,0.012564800092926614,1544.24,1,18,36,0,0.09427968777845293,50,0,432000,1,1,0,1
4054,1981,0.03705425441323244,426.98,1,44,20,0,0.10368451742511677,31,0,432000,1,1,0,1
4055,105,0.12817596232927234,1250.0,1,31,5,19,0.10053406573106269,152,0,432000,119470256,1,1,0
4056,755,0.0732628831703245,53.74,1,38,1,24,0.03997154003200328,77,0,432000,9861593,1,0,1
4057,946,0.06362804183282265,319.68,1,25,7,0,0.05094373606167847,43,0,432000,6072699,1,0,1
4058,3110,0.03247955705286198,3120.0,1,91,63,15,0.09545014792327196,53,0,432000,49866213,0,1,0
4059,4184,0.02116311997135303,14.71,1,122,1,0,0.10053406573106269,30,0,432000,174598,1,0,1
4060,11060,0.01744746972495333,345.52,0,36,7,4,0.10053406573106269,18,0,432000,57754350,1,0,1
4061,2798,0.054896635083500366,138.54,0,37,3,48,0.10053406573106269,13,0,432000,20377948,1,0,1
4062,1712,0.06019768262749378,2035.0,1,36,29,8,0.10368451742511677,19,0,432000,83890904,1,1,0
4063,5407,0.01736272626533373,1527.92,1,59,36,10,0.10368451742511677,81,0,435600,81287084,1,0,1
4064,627,0.09279245270219462,2473.79,1,22,87,0,0.046393853717454164,62,0,432000,71904121,1,0,1
4065,13740,0.018639005506119678,540.26,1,15,11,1,0.037866219197140734,44,0,432000,17159098,0,0,1
4066,1713,0.25361749815453716,3417.89,1,71,19,0,0.4011087530888287,5,1,432000,1,1,0,1
4067,22870,0.03911252726204191,22964.64,1,27,683,0,0.08733071050335098,215,0,432000,1,1,1,0
4068,2649,0.10816441298695549,1485.69,1,31,45,13,0.03332291367224964,33,0,432000,3545255,1,0,1
4069,911,0.12817596232927234,926.39,1,19,42,4,0.07794338201266889,98,0,432000,27806468,1,1,0
4070,1650,0.018887144661567545,733.86,0,64,6,0,0.10368451742511677,43,0,432000,721164,0,0,1
4071,158,0.1683912543676158,158.0,1,38,1,855,0.09533399484863737,37,0,432000,55653563,1,0,1
4072,539,0.11602299873266109,211.45,1,21,12,0,0.10368451742511677,62,0,432000,1,1,0,1
4073,1089,0.07347795774898237,297.67,1,19,38,0,0.018428301484745856,165,0,432000,2873345,1,0,1
4074,1088,0.08906472808622552,8766.0,1,145,3,83,0.10368451742511677,221,0,432000,36718611,1,0,1
4075,1088,0.08906472808622552,22670.0,1,141,8,92,0.10368451742511677,249,0,432000,36719103,1,0,1
4076,1171,0.06418913915598175,8391.0,1,174,3,68,0.10053406573106269,158,0,432000,36720414,1,0,1
4077,2269,0.01469558755490161,75.0,1,67,5,0,0.07587093987556451,48,0,432000,35970749,1,1,0
4078,968,0.07551740405596304,2191.16,1,44,65,0,0.10368451742511677,22,0,435600,0,1,0,1
4079,7546,0.055033025261973324,585.0,1,72,3,1,0.039589415715182256,35,0,432000,14272810,1,1,0
4080,8874,0.019479157267757514,1741.96,1,37,47,15,0.014065012789248347,54,0,432000,35087985,1,1,0
4081,5104,0.08006674065235884,540.75,1,23,14,12,0.02793754552670603,9,0,435600,55345819,1,1,0
4082,3323,0.03805100653790526,10099.12,1,20,197,11,0.035751660865377545,45,0,432000,29019785,0,0,1
4083,46855,0.010454799216377635,785.0,1,116,14,0,0.06266938966740834,24,0,432000,1,1,1,0
4084,6286,0.029109317037613203,260.0,1,40,26,12,0.016846240292563864,22,0,432000,21168538,1,1,0
4085,66,0.1683912543676158,39.91,1,33,3,0,0.10368451742511677,34,0,432000,0,1,1,0
4086,20552,0.06956560927058143,280.72,1,40,7,1,0.058669110941511456,30,0,432000,3638542,1,0,1
4087,1428,0.09363050041460994,17.1,1,14,1,0,0.10053406573106269,18,0,432000,74387843,0,0,1
4088,224,0.05337501449313757,188.0,1,50,9,0,0.09507042246356842,29,0,432000,1,1,0,1
4089,1000,0.07590833091813319,9.49,1,28,1,0,0.10368451742511677,42,0,432000,1,1,0,1
4090,196,0.12840749125791065,255.42,0,21,6,5,0.10368451742511677,0,0,432000,30528336,1,0,1
4091,5330,0.38689140474244416,4605.96,0,50,5,0,0.10368451742511677,24,1,432000,2,1,0,1
4092,656,0.047076898220231846,3671.15,1,31,44,0,0.10368451742511677,7,0,432000,60316631,1,0,1
4093,2354,0.01199278799662522,32550.42,1,36,205,19,0.07801895451328421,97,0,432000,63910786,1,0,1
4094,1083,0.1683912543676158,1055.47,1,79,28,164,0.07229988981117898,4,0,432000,41918532,1,0,1
4095,11276,0.041200446205881563,143.24,1,38,4,0,0.05600982946802592,1,0,432000,176881,1,0,1
4096,3867,0.08799843720725102,15.0,1,51,2,3,0.10053406573106269,5,0,432000,54336770,1,0,1
4097,10071,0.014761586352089134,12908.74,1,88,509,9,0.08509646427976131,40,0,432000,32254185,1,0,1
4098,2031,0.03449013891918676,3470.0,1,28,334,0,0.10053406573106269,102,0,432000,41564928,1,1,0
4099,0,0.12817596232927234,2165.0,0,27,27,9,0.10053406573106269,0,0,432000,49003026,0,1,0
4100,1594,0.06318086546625527,44.18,1,13,1,0,0.10053406573106269,36,0,432000,1052335,1,0,1
4101,0,0.1683912543676158,0.0,1,14,0,0,0.10368451742511677,1,1,432000,1,0,0,0
4102,1173,0.07506975502130843,1206.67,0,60,16,17,0.10053406573106269,92,0,432000,21002275,1,0,1
4103,12601,0.016834385458499926,537.4,1,117,9,1,0.10368451742511677,40,0,432000,65853023,1,0,1
4104,592,0.12817596232927234,2547.84,1,22,7,1,0.13992743409986722,20,1,432000,2899366,0,0,1
4105,0,0.1683912543676158,1703.84,1,34,16,6,0.530546239745001,1,1,432000,726305,0,0,1
4106,2936,0.10159097102782035,80.0,1,94,2,0,0.06479587673082333,8,0,432000,3646,1,0,1
4107,4894,0.02355253992039033,188.34,1,69,8,3,0.10368451742511677,56,0,432000,8814521,1,0,1
4108,5301,0.0290667593237883,271.82,0,24,4,0,0.10368451742511677,44,0,432000,39740768,1,1,0
4109,195,0.12817596232927234,3868.45,1,26,152,6,0.10053406573106269,41,0,432000,20753546,1,0,1
4110,2079,0.03862312032390256,362.87,1,22,9,2,0.10368451742511677,18,0,432000,31479416,1,0,1
