,acct_type,num_payouts,sale_duration2,fraud_target,is_country_same,ACH
3066,premium,0,107,0,1,1
3067,premium,4,56,0,1,1
3068,premium,3,24,0,1,1
3069,premium,365,23,0,1,1
3070,fraudster_event,0,40,1,0,0
3071,premium,28,77,0,1,1
3072,premium,1,15,0,1,1
3073,premium,7,33,0,1,0
3074,premium,23,47,0,1,1
3075,premium,34,54,0,0,1
3076,premium,32,53,0,0,1
3077,premium,2,2,0,0,1
3078,premium,0,32,0,1,1
3079,premium,1,38,0,1,0
3080,premium,4,52,0,1,1
3081,premium,45,103,0,1,1
3082,premium,4,47,0,0,1
3083,premium,0,24,0,1,1
3084,premium,11,25,0,1,1
3085,premium,1,34,0,1,1
3086,spammer_noinvite,0,35,0,0,1
3087,premium,0,35,0,1,1
3088,premium,0,43,0,1,0
3089,premium,17,43,0,1,1
3090,premium,0,17,0,0,1
3091,premium,0,23,0,1,1
3092,premium,0,34,0,1,1
3093,premium,29,41,0,1,0
3094,premium,55,49,0,1,0
3095,premium,0,28,0,1,1
3096,premium,1,47,0,1,0
3097,premium,3,55,0,0,1
3098,premium,0,26,0,1,1
3099,premium,10,44,0,1,0
3100,spammer_noinvite,2,47,0,1,1
3101,premium,0,33,0,1,1
3102,premium,1,16,0,1,1
3103,premium,1,64,0,1,0
3104,premium,8,3,0,1,1
3105,fraudster,0,4,1,1,1
3106,premium,2,25,0,1,1
3107,tos_lock,235,91,0,1,1
3108,premium,11,162,0,1,0
3109,fraudster_event,0,20,1,1,1
3110,premium,84,43,0,1,1
3111,premium,51,4,0,1,1
3112,fraudster_event,0,1,1,0,1
3113,fraudster,0,5,1,1,1
3114,premium,283,10,0,1,1
3115,premium,4,154,0,1,1
3116,premium,0,105,0,1,0
3117,premium,8,90,0,1,1
3118,premium,1,29,0,1,0
3119,premium,0,193,0,1,1
3120,premium,45,24,0,0,1
3121,premium,61,2,0,1,1
3122,premium,53,40,0,1,1
3123,premium,0,50,0,1,1
3124,premium,181,3,0,0,1
3125,premium,77,10,0,1,1
3126,premium,0,29,0,1,0
3127,premium,32,22,0,1,1
3128,premium,2,58,0,1,0
3129,premium,15,78,0,1,1
3130,premium,10,48,0,1,1
3131,premium,15,77,0,1,1
3132,premium,0,64,0,1,0
3133,fraudster,3,3,1,1,1
3134,premium,0,51,0,1,1
3135,premium,1,59,0,1,1
3136,premium,11,21,0,1,1
3137,premium,0,115,0,1,0
3138,premium,0,112,0,1,0
3139,spammer_warn,1,94,0,1,0
3140,premium,830,80,0,1,1
3141,premium,0,20,0,1,1
3142,premium,15,94,0,1,1
3143,premium,13,38,0,1,0
3144,premium,0,35,0,1,1
3145,premium,136,150,0,1,1
3146,premium,0,19,0,1,1
3147,premium,51,7,0,1,1
3148,fraudster,0,5,1,1,1
3149,fraudster,0,2,1,1,1
3150,premium,0,27,0,1,1
3151,premium,71,10,0,1,1
3152,premium,8,44,0,1,0
3153,premium,2,15,0,0,1
3154,premium,0,27,0,1,0
3155,premium,0,35,0,1,1
3156,premium,0,149,0,1,0
3157,locked,0,15,0,1,1
3158,fraudster,0,1,1,1,1
3159,premium,2,11,0,1,1
3160,premium,1,72,0,1,1
3161,premium,0,25,0,1,1
3162,premium,23,90,0,1,1
3163,premium,60,17,0,0,1
3164,premium,0,17,0,1,1
3165,premium,119,8,0,1,1
3166,premium,0,20,0,1,1
3167,premium,1,13,0,1,0
3168,premium,14,20,0,1,1
3169,premium,13,7,0,1,1
3170,premium,42,77,0,1,0
3171,premium,17,9,0,0,1
3172,premium,1,218,0,1,1
3173,fraudster,0,11,1,0,1
3174,premium,16,45,0,1,1
3175,premium,1,41,0,1,1
3176,premium,0,10,0,1,1
3177,fraudster_event,1,5,1,1,1
3178,premium,0,43,0,1,1
3179,premium,31,60,0,1,0
3180,premium,1,32,0,1,1
3181,premium,2,47,0,1,0
3182,premium,0,39,0,1,1
3183,premium,1,44,0,1,1
3184,premium,0,26,0,1,1
3185,premium,41,153,0,0,0
3186,premium,0,128,0,1,1
3187,premium,1,41,0,1,1
3188,premium,0,28,0,1,1
3189,premium,0,28,0,1,1
3190,premium,1,67,0,1,1
3191,premium,0,173,0,1,0
3192,spammer_limited,24,22,0,1,1
3193,premium,0,18,0,1,1
3194,premium,4,23,0,1,1
3195,premium,1,25,0,0,1
3196,premium,1,55,0,1,1
3197,fraudster_event,0,40,1,0,0
3198,fraudster_event,0,2,1,1,1
3199,premium,0,137,0,1,1
3200,premium,6,192,0,0,1
3201,premium,1,18,0,1,1
3202,premium,2,50,0,0,0
3203,premium,5,1,0,1,1
3204,premium,2,96,0,0,1
3205,premium,26,204,0,0,1
3206,premium,1,57,0,1,0
3207,premium,85,1,0,1,1
3208,premium,16,27,0,1,1
3209,premium,4,34,0,1,0
3210,premium,2,59,0,1,0
3211,premium,0,229,0,1,1
3212,premium,42,95,0,1,1
3213,premium,1,16,0,1,1
3214,premium,16,72,0,1,1
3215,premium,12,42,0,1,1
3216,premium,117,7,0,1,1
3217,premium,27,1,0,1,1
3218,fraudster_event,0,23,1,1,1
3219,premium,0,37,0,1,1
3220,premium,53,40,0,1,0
3221,premium,1,18,0,1,1
3222,premium,21,66,0,1,1
3223,premium,0,40,0,1,1
3224,premium,0,217,0,0,0
3225,premium,2,35,0,0,1
3226,premium,11,39,0,1,1
3227,spammer_noinvite,4,44,0,1,0
3228,premium,1,6,0,1,1
3229,premium,17,49,0,1,1
3230,spammer_limited,12,14,0,1,1
3231,premium,0,29,0,1,0
3232,premium,10,57,0,1,1
3233,premium,10,23,0,1,1
3234,premium,10,7,0,0,0
3235,premium,5,22,0,1,0
3236,fraudster_event,0,1,1,1,1
3237,fraudster_event,0,0,1,1,0
3238,premium,0,129,0,1,1
3239,premium,3,150,0,1,1
3240,premium,0,53,0,1,1
3241,premium,7,22,0,1,1
3242,premium,0,20,0,1,0
3243,premium,10,30,0,0,1
3244,premium,1,48,0,1,1
3245,premium,0,119,0,1,1
3246,spammer_warn,1,52,0,1,1
3247,premium,3,32,0,1,1
3248,premium,3,20,0,1,1
3249,premium,0,17,0,1,0
3250,fraudster_event,0,0,1,1,1
3251,premium,1,202,0,1,0
3252,premium,0,88,0,1,1
3253,premium,140,125,0,1,0
3254,premium,0,56,0,1,1
3255,premium,14,11,0,1,1
3256,premium,4,0,0,1,1
3257,premium,10,140,0,1,1
3258,premium,646,37,0,0,1
3259,fraudster_event,0,2,1,0,1
3260,premium,6,21,0,1,1
3261,premium,145,11,0,1,1
3262,premium,1,14,0,0,1
3263,premium,2,48,0,1,1
3264,premium,0,33,0,1,1
3265,premium,1,1,0,0,1
3266,fraudster_event,0,37,1,1,1
3267,premium,38,190,0,1,1
3268,fraudster_event,0,4,1,0,0
3269,fraudster_event,0,74,1,0,0
3270,premium,3,80,0,1,1
3271,premium,0,21,0,1,0
3272,premium,2,10,0,1,1
3273,premium,0,16,0,1,1
3274,premium,0,15,0,1,0
3275,premium,0,28,0,1,1
3276,premium,10,156,0,1,0
3277,premium,2,25,0,1,0
3278,premium,0,44,0,1,1
3279,premium,17,99,0,1,1
3280,premium,20,64,0,0,0
3281,premium,1,19,0,1,1
3282,premium,29,101,0,0,1
3283,premium,355,56,0,1,1
3284,premium,73,64,0,1,1
3285,premium,149,81,0,1,0
3286,premium,1,139,0,1,1
3287,premium,11,42,0,1,1
3288,premium,13,132,0,1,1
3289,premium,8,56,0,1,1
3290,fraudster_event,0,0,1,0,1
3291,premium,37,36,0,1,1
3292,premium,2,143,0,1,1
3293,tos_lock,0,5,0,0,0
3294,premium,23,25,0,1,1
3295,premium,0,24,0,1,0
3296,premium,1,8,0,1,1
3297,premium,17,37,0,1,0
3298,premium,1,12,0,1,1
3299,premium,0,122,0,1,0
3300,premium,0,17,0,1,1
3301,premium,23,24,0,1,1
3302,premium,0,43,0,1,1
3303,premium,279,57,0,1,1
3304,premium,1,99,0,1,1
3305,premium,21,35,0,1,1
3306,premium,328,37,0,1,1
3307,premium,129,20,0,0,0
3308,premium,1,88,0,0,1
3309,fraudster_event,0,9,1,0,0
3310,premium,0,88,0,1,1
3311,premium,0,67,0,0,1
3312,premium,67,19,0,1,1
3313,premium,0,48,0,1,1
3314,premium,35,67,0,1,1
3315,premium,94,78,0,1,1
3316,premium,4,98,0,1,0
3317,premium,0,25,0,1,1
3318,premium,0,17,0,1,1
3319,premium,0,35,0,1,1
3320,premium,0,33,0,1,1
3321,premium,0,80,0,1,1
3322,premium,0,138,0,0,0
3323,premium,0,37,0,1,1
3324,premium,0,17,0,1,1
3325,premium,10,6,0,1,1
3326,fraudster,0,62,1,1,1
3327,premium,19,60,0,1,1
3328,premium,20,61,0,1,1
3329,premium,109,17,0,1,1
3330,fraudster_event,0,16,1,1,0
3331,premium,5,14,0,1,1
3332,premium,1,15,0,0,1
3333,premium,0,108,0,1,1
3334,premium,1,130,0,0,1
3335,premium,0,3,0,1,1
3336,premium,7,57,0,1,1
3337,fraudster_event,1,6,1,0,1
3338,premium,5,20,0,1,1
3339,premium,1,35,0,1,1
3340,premium,599,32,0,1,1
3341,premium,0,42,0,1,1
3342,premium,0,49,0,1,0
3343,premium,0,21,0,1,0
3344,premium,7,206,0,1,1
3345,premium,1,11,0,1,1
3346,premium,2,8,0,1,1
3347,premium,0,40,0,1,1
3348,premium,8,86,0,1,1
3349,premium,2,24,0,1,0
3350,premium,0,44,0,1,0
3351,premium,5,164,0,1,1
3352,premium,2,274,0,1,0
3353,fraudster_event,0,4,1,1,0
3354,fraudster_event,0,1,1,0,1
3355,premium,46,117,0,1,1
3356,premium,62,23,0,1,1
3357,spammer_warn,44,71,0,1,1
3358,premium,1,97,0,1,1
3359,spammer_limited,0,133,0,1,1
3360,premium,0,52,0,1,1
3361,premium,0,122,0,1,1
3362,fraudster_event,0,1,1,1,1
3363,premium,16,13,0,1,1
3364,premium,17,32,0,1,0
3365,premium,0,32,0,0,1
3366,premium,2,50,0,1,0
3367,premium,3,57,0,0,1
3368,premium,11,86,0,1,1
3369,premium,2,32,0,0,1
3370,premium,0,23,0,1,1
3371,premium,0,21,0,1,1
3372,premium,0,56,0,1,1
3373,premium,187,42,0,1,1
3374,premium,0,24,0,0,1
3375,premium,12,13,0,1,0
3376,premium,5,18,0,1,1
3377,premium,18,66,0,1,1
3378,premium,0,29,0,1,1
3379,premium,21,17,0,1,1
3380,premium,0,130,0,1,0
3381,premium,2,13,0,1,1
3382,premium,0,66,0,1,1
3383,premium,0,21,0,1,1
3384,premium,0,135,0,1,1
3385,premium,46,181,0,1,1
3386,premium,2,106,0,1,1
3387,premium,1,20,0,0,0
3388,premium,8,49,0,1,1
3389,premium,23,23,0,1,1
3390,premium,0,94,0,1,1
3391,fraudster_event,0,5,1,1,0
3392,premium,2,91,0,1,1
3393,premium,22,78,0,1,1
3394,premium,2,60,0,1,1
3395,premium,7,49,0,1,1
3396,premium,5,26,0,1,0
3397,premium,0,52,0,1,1
3398,premium,3,12,0,1,1
3399,premium,18,14,0,1,1
3400,premium,0,3,0,1,0
3401,premium,13,61,0,1,1
3402,premium,16,64,0,1,1
3403,premium,640,16,0,1,1
3404,spammer_noinvite,9,27,0,1,1
3405,premium,7,20,0,1,1
3406,premium,0,38,0,1,1
3407,premium,100,108,0,1,1
3408,premium,87,101,0,1,1
3409,premium,0,72,0,1,1
3410,premium,0,0,0,0,1
3411,premium,0,27,0,0,1
3412,premium,1,65,0,1,1
3413,premium,20,127,0,1,1
3414,premium,1,16,0,1,1
3415,premium,70,30,0,1,1
3416,premium,3,32,0,1,1
3417,premium,3,72,0,1,1
3418,premium,162,16,0,1,1
3419,premium,13,73,0,1,1
3420,premium,0,81,0,0,1
3421,premium,0,31,0,1,0
3422,premium,0,12,0,0,1
3423,premium,1,31,0,1,1
3424,premium,6,38,0,1,1
3425,premium,0,27,0,1,1
3426,premium,0,126,0,1,1
3427,premium,132,54,0,1,1
3428,premium,0,71,0,1,1
3429,premium,0,13,0,1,1
3430,premium,0,16,0,1,1
3431,premium,0,65,0,1,1
3432,premium,9,7,0,1,0
3433,premium,159,24,0,1,1
3434,premium,1,8,0,1,1
3435,premium,3,58,0,1,1
3436,premium,6,13,0,1,1
3437,premium,0,104,0,0,1
3438,fraudster_event,0,3,1,1,1
3439,premium,5,41,0,0,0
3440,premium,496,30,0,1,1
3441,premium,0,14,0,0,1
3442,premium,9,1,0,0,1
3443,premium,19,48,0,1,1
3444,fraudster_event,0,6,1,0,0
3445,premium,1,32,0,1,1
3446,premium,0,28,0,1,0
3447,fraudster_event,0,2,1,0,0
3448,premium,6,22,0,1,1
3449,premium,3,39,0,1,1
3450,fraudster_event,0,40,1,0,0
3451,premium,2,20,0,1,1
3452,premium,32,47,0,1,0
3453,premium,0,19,0,1,1
3454,premium,19,19,0,1,1
3455,premium,3,31,0,1,1
3456,premium,0,23,0,1,1
3457,premium,0,36,0,1,1
3458,premium,0,39,0,1,0
3459,premium,2,66,0,1,1
3460,premium,0,72,0,1,1
3461,fraudster_event,0,1,1,0,1
3462,fraudster_event,0,1,1,0,1
3463,premium,0,26,0,1,1
3464,premium,1,27,0,1,1
3465,premium,0,84,0,0,0
3466,premium,27,59,0,1,1
3467,premium,0,9,0,1,1
3468,spammer_limited,6,27,0,1,0
3469,premium,2,37,0,0,0
3470,premium,0,20,0,1,1
3471,fraudster_event,0,40,1,0,0
3472,premium,0,19,0,1,1
3473,premium,193,0,0,1,1
3474,premium,0,14,0,1,1
3475,premium,3,20,0,1,1
3476,premium,0,19,0,1,1
3477,premium,0,37,0,0,1
3478,premium,18,49,0,1,0
3479,premium,0,24,0,1,1
3480,premium,282,78,0,1,1
3481,premium,0,17,0,1,1
3482,premium,0,39,0,1,1
3483,premium,2,42,0,1,1
3484,premium,0,37,0,1,1
3485,premium,13,0,0,1,1
3486,premium,2,41,0,1,1
3487,premium,1,0,0,0,1
3488,premium,0,1,0,0,1
3489,premium,0,18,0,1,1
3490,premium,136,22,0,1,1
3491,fraudster_event,0,1,1,1,1
3492,tos_lock,9,1,0,0,1
3493,fraudster_event,0,0,1,1,0
3494,fraudster_event,0,40,1,0,0
3495,premium,9,18,0,1,1
3496,fraudster_event,0,40,1,0,0
3497,premium,2,9,0,1,1
3498,premium,1,7,0,1,1
3499,fraudster_event,0,2,1,1,1
3500,premium,2,105,0,1,0
3501,premium,0,19,0,1,1
3502,premium,6,180,0,1,1
3503,fraudster,0,136,1,0,1
3504,premium,2,69,0,1,1
3505,premium,0,117,0,1,1
3506,premium,21,41,0,0,0
3507,premium,23,35,0,0,0
3508,premium,0,25,0,1,1
3509,premium,0,19,0,1,1
3510,premium,0,50,0,1,0
3511,spammer_limited,4,38,0,1,1
3512,premium,9,48,0,1,1
3513,premium,5,19,0,1,1
3514,fraudster,7,94,1,1,1
3515,premium,28,63,0,1,0
3516,premium,12,14,0,1,1
3517,premium,101,83,0,0,0
3518,premium,11,22,0,1,0
3519,premium,2,36,0,1,0
3520,premium,118,109,0,0,1
3521,fraudster,5,1,1,1,1
3522,premium,7,15,0,1,0
3523,premium,5,57,0,1,1
3524,premium,0,6,0,1,1
3525,premium,0,37,0,1,0
3526,premium,2,38,0,1,0
3527,premium,11,78,0,1,0
3528,premium,0,17,0,0,1
3529,premium,0,31,0,1,0
3530,locked,0,9,0,1,1
3531,spammer_warn,3,53,0,1,0
3532,premium,3,80,0,0,1
3533,fraudster,0,1,1,0,1
3534,premium,0,12,0,1,1
3535,premium,3,15,0,1,1
3536,premium,0,36,0,1,1
3537,premium,10,121,0,1,1
3538,premium,11,149,0,1,1
3539,premium,0,30,0,1,1
3540,premium,0,86,0,1,1
3541,premium,1,7,0,1,0
3542,premium,0,125,0,1,0
3543,premium,3,26,0,1,1
3544,premium,0,43,0,1,0
3545,premium,19,36,0,1,0
3546,premium,5,29,0,1,1
3547,premium,0,32,0,0,0
3548,fraudster,0,7,1,1,1
3549,fraudster,1,2,1,1,1
3550,premium,9,61,0,1,1
3551,premium,0,48,0,1,1
3552,premium,45,61,0,1,0
3553,premium,829,50,0,1,1
3554,premium,1,39,0,1,0
3555,premium,6,40,0,1,1
3556,premium,2,58,0,0,1
3557,premium,23,48,0,1,1
3558,premium,1,52,0,1,1
3559,premium,1,54,0,1,1
3560,premium,2,71,0,1,1
3561,premium,15,207,0,1,0
3562,premium,76,3,0,1,0
3563,premium,0,26,0,1,1
3564,premium,1,17,0,1,1
3565,fraudster_event,0,40,1,0,0
3566,premium,41,121,0,1,0
3567,premium,0,18,0,1,1
3568,spammer_noinvite,4,7,0,1,1
3569,premium,2,73,0,1,1
3570,premium,894,57,0,1,1
3571,premium,1,363,0,1,1
3572,premium,7,25,0,1,1
3573,premium,0,54,0,1,1
3574,premium,0,28,0,0,1
3575,premium,41,14,0,1,0
3576,premium,0,56,0,0,1
3577,premium,14,120,0,1,1
3578,premium,41,3,0,1,1
3579,premium,160,41,0,1,1
3580,premium,18,109,0,1,0
3581,premium,12,29,0,1,1
3582,premium,0,12,0,0,1
3583,premium,2,47,0,1,1
3584,premium,3,179,0,1,1
3585,premium,1,100,0,1,1
3586,premium,3,3,0,1,1
3587,premium,15,32,0,1,1
3588,premium,0,38,0,0,1
3589,premium,8,58,0,1,1
3590,premium,612,203,0,1,0
3591,premium,21,16,0,1,1
3592,premium,19,60,0,1,1
3593,premium,1,35,0,1,1
3594,fraudster_event,0,10,1,1,0
3595,fraudster,0,11,1,0,1
3596,premium,16,72,0,1,1
3597,premium,0,44,0,1,0
3598,fraudster,0,9,1,1,1
3599,premium,2,7,0,1,1
3600,premium,1,95,0,1,1
3601,premium,0,36,0,1,1
3602,premium,0,12,0,1,1
3603,premium,171,67,0,1,1
3604,premium,0,0,0,0,1
3605,premium,11,31,0,1,1
3606,premium,3,15,0,0,0
3607,premium,13,34,0,1,0
3608,fraudster,2,6,1,1,1
3609,premium,0,40,0,1,0
3610,premium,0,38,0,1,0
3611,premium,0,13,0,1,0
3612,premium,0,15,0,1,0
3613,premium,1,33,0,0,1
3614,fraudster,0,1,1,1,1
3615,fraudster,0,2,1,1,1
3616,premium,3,14,0,1,1
3617,premium,1,60,0,1,1
3618,premium,2,9,0,1,0
3619,premium,0,20,0,1,1
3620,premium,0,22,0,1,0
3621,fraudster,0,5,1,1,1
3622,premium,1,0,0,1,1
3623,premium,4,15,0,1,1
3624,premium,9,4,0,1,0
3625,premium,2,45,0,1,0
3626,premium,0,71,0,0,1
3627,premium,6,24,0,0,1
3628,premium,6,134,0,1,1
3629,premium,0,20,0,1,1
3630,premium,0,33,0,0,1
3631,premium,0,81,0,1,1
3632,premium,0,63,0,0,1
3633,spammer_noinvite,1,21,0,1,1
3634,tos_lock,28,3,0,0,1
3635,premium,8,54,0,1,0
3636,fraudster,0,1,1,1,1
3637,fraudster,0,-1,1,0,1
3638,premium,7,28,0,1,1
3639,premium,0,30,0,1,1
3640,fraudster,0,6,1,1,1
3641,premium,0,8,0,1,1
3642,premium,10,18,0,1,1
3643,premium,76,36,0,1,0
3644,premium,0,14,0,1,1
3645,premium,2,50,0,1,0
3646,premium,0,54,0,0,1
3647,premium,3,41,0,1,1
3648,tos_lock,9,47,0,1,1
3649,fraudster,0,6,1,1,0
3650,premium,2,163,0,0,0
3651,premium,3,30,0,1,0
3652,fraudster,0,9,1,1,1
3653,premium,309,38,0,1,1
3654,premium,6,77,0,0,1
3655,premium,0,74,0,1,1
3656,fraudster_event,0,25,1,1,0
3657,premium,29,86,0,1,0
3658,premium,5,25,0,1,1
3659,locked,1,20,0,1,1
3660,premium,9,0,0,1,1
3661,premium,92,23,0,1,1
3662,premium,2,113,0,1,1
3663,premium,1,44,0,1,1
3664,premium,1,33,0,1,0
3665,spammer_limited,3,33,0,1,1
3666,premium,11,24,0,1,1
3667,premium,2,24,0,1,1
3668,spammer_warn,0,26,0,1,1
3669,premium,11,86,0,1,1
3670,premium,468,23,0,1,1
3671,premium,9,39,0,1,1
3672,premium,0,41,0,1,1
3673,premium,5,63,0,1,0
3674,premium,19,1,0,0,1
3675,premium,0,20,0,1,1
3676,premium,0,50,0,1,1
3677,premium,6,33,0,1,0
3678,premium,1,62,0,1,1
3679,premium,28,22,0,0,1
3680,premium,11,51,0,1,1
3681,premium,79,111,0,1,1
3682,premium,0,24,0,1,0
3683,premium,1233,25,0,1,1
3684,premium,7,51,0,1,1
3685,fraudster,0,4,1,1,1
3686,premium,9,11,0,1,0
3687,premium,37,31,0,0,0
3688,premium,0,9,0,1,1
3689,premium,0,101,0,1,1
3690,premium,0,32,0,0,1
3691,premium,3,13,0,1,1
3692,premium,8,336,0,1,1
3693,premium,0,96,0,1,0
3694,fraudster,0,1,1,1,1
3695,premium,1,106,0,1,0
3696,premium,0,75,0,1,1
3697,premium,1,89,0,0,1
3698,premium,8,129,0,1,1
3699,premium,0,62,0,1,1
3700,premium,16,686,0,0,1
3701,premium,0,81,0,0,1
3702,premium,2,129,0,1,0
3703,premium,0,52,0,1,1
3704,premium,2,19,0,0,1
3705,premium,0,46,0,1,1
3706,premium,0,176,0,1,1
3707,premium,1,60,0,1,1
3708,premium,27,95,0,1,1
3709,premium,2,55,0,1,1
3710,premium,7,39,0,1,1
3711,premium,211,19,0,1,1
3712,fraudster_event,0,2,1,0,1
3713,premium,20,43,0,1,1
3714,premium,0,15,0,1,1
3715,fraudster_event,0,11,1,1,1
3716,premium,1,67,0,1,1
3717,premium,23,87,0,1,1
3718,premium,0,45,0,1,1
3719,premium,23,45,0,1,1
3720,premium,0,26,0,1,1
3721,premium,0,91,0,1,1
3722,premium,2,193,0,1,1
3723,premium,0,24,0,1,0
3724,premium,11,18,0,1,1
3725,premium,1,13,0,1,1
3726,premium,0,38,0,1,1
3727,premium,6,46,0,1,0
3728,premium,0,99,0,1,1
3729,premium,4,38,0,1,1
3730,spammer_limited,3,62,0,1,1
3731,premium,1,35,0,1,0
3732,premium,0,34,0,1,1
3733,premium,3,25,0,1,0
3734,premium,0,30,0,1,1
3735,premium,14,6,0,1,0
3736,premium,0,72,0,1,1
3737,premium,10,64,0,1,1
3738,premium,3,14,0,1,0
3739,premium,70,94,0,1,0
3740,premium,1,21,0,1,1
3741,premium,0,24,0,1,1
3742,premium,8,27,0,1,1
3743,premium,3,42,0,0,1
3744,premium,1,277,0,1,1
3745,premium,4,31,0,1,1
3746,premium,9,163,0,0,0
3747,premium,38,35,0,0,1
3748,premium,1,31,0,1,1
3749,premium,1,37,0,1,1
3750,premium,6,111,0,1,0
3751,premium,56,42,0,1,0
3752,premium,0,37,0,1,1
3753,premium,2,42,0,1,1
3754,premium,0,90,0,1,1
3755,premium,15,8,0,1,1
3756,fraudster_event,0,2,1,1,0
3757,spammer_limited,1,65,0,1,1
3758,premium,5,37,0,1,1
3759,fraudster_event,0,6,1,0,1
3760,fraudster_event,0,5,1,1,1
3761,fraudster_event,0,5,1,0,1
3762,fraudster_event,0,6,1,1,1
3763,premium,52,61,0,1,1
3764,premium,0,18,0,1,1
3765,premium,43,29,0,1,0
3766,premium,17,1,0,0,1
3767,premium,0,15,0,1,1
3768,premium,0,36,0,1,1
3769,fraudster_event,0,5,1,1,1
3770,tos_warn,0,25,0,1,0
3771,premium,0,32,0,1,1
3772,tos_warn,0,24,0,1,0
3773,premium,1,27,0,1,0
3774,premium,4,81,0,1,0
3775,premium,0,56,0,1,1
3776,premium,13,146,0,1,1
3777,premium,48,98,0,1,1
3778,premium,0,98,0,1,0
3779,premium,40,53,0,1,1
3780,premium,12,13,0,1,0
3781,premium,47,150,0,1,0
3782,premium,15,30,0,1,1
3783,premium,0,6,0,1,1
3784,tos_lock,0,6,0,0,0
3785,premium,10,6,0,1,1
3786,premium,3,11,0,1,1
3787,premium,2,32,0,1,0
3788,premium,17,35,0,0,1
3789,premium,3,50,0,1,1
3790,premium,14,52,0,1,0
3791,premium,0,17,0,1,1
3792,premium,2,58,0,0,1
3793,premium,0,94,0,1,0
3794,premium,0,119,0,1,1
3795,premium,1,29,0,1,1
3796,premium,69,49,0,0,1
3797,premium,0,17,0,1,0
3798,premium,3,204,0,1,1
3799,premium,10,10,0,1,1
3800,premium,1,93,0,1,1
3801,premium,271,1,0,1,0
3802,fraudster_event,0,9,1,0,1
3803,premium,4,28,0,1,1
3804,premium,2,47,0,1,0
3805,premium,1,36,0,1,1
3806,fraudster_event,0,6,1,1,1
3807,premium,12,83,0,1,1
3808,premium,2,79,0,1,1
3809,fraudster_event,0,22,1,1,1
3810,premium,0,28,0,1,1
3811,premium,1,71,0,1,1
3812,premium,0,56,0,1,1
3813,premium,0,58,0,1,1
3814,premium,30,149,0,0,0
3815,premium,0,179,0,1,0
3816,premium,2,92,0,1,1
3817,premium,0,85,0,1,1
3818,premium,0,100,0,1,1
3819,premium,5,55,0,1,1
3820,premium,1,107,0,0,1
3821,fraudster_event,0,2,1,1,0
3822,premium,11,12,0,1,1
3823,premium,6,26,0,1,1
3824,premium,3,187,0,0,1
3825,fraudster_event,0,40,1,0,0
3826,premium,2,19,0,1,1
3827,premium,0,47,0,1,1
3828,premium,16,48,0,0,1
3829,premium,85,11,0,1,1
3830,premium,2,24,0,1,1
3831,premium,5,27,0,1,1
3832,premium,0,47,0,1,0
3833,premium,0,45,0,1,1
3834,premium,2,155,0,1,0
3835,premium,0,71,0,1,1
3836,spammer_limited,16,19,0,1,1
3837,premium,63,63,0,1,1
3838,premium,10,69,0,1,1
3839,premium,2,65,0,1,0
3840,spammer_noinvite,0,18,0,1,1
3841,premium,2,109,0,0,1
3842,premium,0,66,0,1,1
3843,premium,0,24,0,1,1
3844,premium,9,13,0,1,1
3845,premium,4,3,0,0,1
3846,premium,9,15,0,1,0
3847,premium,0,39,0,1,0
3848,spammer_warn,32,100,0,1,1
3849,premium,106,89,0,1,0
3850,premium,0,74,0,1,1
3851,premium,172,193,0,1,1
3852,premium,4,1,0,1,0
3853,premium,0,39,0,1,0
3854,spammer_limited,7,18,0,1,0
3855,premium,0,49,0,1,0
3856,premium,1,16,0,1,1
3857,premium,3,16,0,1,1
3858,premium,0,27,0,1,1
3859,premium,0,85,0,1,0
3860,premium,0,32,0,1,0
3861,fraudster_event,0,13,1,0,1
3862,premium,3,150,0,1,1
3863,premium,1,147,0,1,0
3864,premium,0,2,0,0,1
3865,premium,0,54,0,1,1
3866,premium,0,166,0,1,1
3867,premium,0,10,0,1,1
3868,premium,0,27,0,1,1
3869,spammer_limited,1,45,0,1,1
3870,premium,0,17,0,1,1
3871,premium,0,43,0,1,1
3872,premium,56,1,0,1,1
3873,premium,15,60,0,0,1
3874,premium,0,174,0,1,1
3875,fraudster_event,0,1,1,0,1
3876,premium,0,40,0,1,1
3877,premium,25,29,0,1,1
3878,premium,0,9,0,0,0
3879,premium,0,39,0,0,1
3880,premium,4,66,0,1,1
3881,premium,3,24,0,1,1
3882,premium,0,61,0,1,1
3883,premium,115,30,0,1,1
3884,premium,0,57,0,1,1
3885,premium,1,0,0,0,1
3886,premium,119,30,0,1,1
3887,premium,23,72,0,1,1
3888,premium,0,16,0,1,1
3889,premium,0,79,0,1,0
3890,premium,1,4,0,1,1
3891,premium,0,64,0,0,1
3892,premium,0,76,0,0,1
3893,premium,13,139,0,1,0
3894,premium,0,63,0,1,1
3895,premium,92,103,0,1,1
3896,premium,5,29,0,1,0
3897,premium,0,151,0,1,0
3898,premium,4,13,0,0,1
3899,premium,5,14,0,1,1
3900,premium,0,30,0,1,0
3901,premium,0,54,0,1,0
3902,spammer_noinvite,47,81,0,1,0
3903,premium,0,74,0,1,1
3904,premium,0,11,0,1,1
3905,premium,60,6,0,1,1
3906,premium,154,25,0,1,1
3907,premium,8,8,0,0,1
3908,premium,0,73,0,1,1
3909,premium,55,31,0,1,1
3910,premium,1,16,0,1,1
3911,premium,173,16,0,1,1
3912,premium,0,19,0,1,1
