,acct_type,num_payouts,sale_duration2,fraud_target,is_country_same,ACH
6627,premium,1,82,0,0,1
6628,premium,0,10,0,1,1
6629,premium,0,31,0,1,0
6630,premium,0,33,0,1,1
6631,premium,69,64,0,0,1
6632,premium,11,56,0,1,1
6633,premium,18,81,0,1,1
6634,premium,5,52,0,1,1
6635,premium,2,31,0,1,0
6636,premium,1,25,0,1,1
6637,fraudster,22,0,1,0,1
6638,premium,15,27,0,1,0
6639,premium,0,8,0,1,1
6640,premium,0,14,0,0,1
6641,premium,1,82,0,1,1
6642,fraudster,0,0,1,1,1
6643,premium,1,165,0,1,1
6644,premium,0,3,0,1,1
6645,premium,2,15,0,1,1
6646,locked,121,69,0,1,1
6647,premium,39,33,0,1,1
6648,premium,0,12,0,1,1
6649,premium,438,34,0,1,1
6650,premium,11,55,0,1,0
6651,fraudster,26,0,1,0,1
6652,premium,1,51,0,1,0
6653,premium,237,59,0,1,1
6654,premium,239,60,0,1,1
6655,premium,7,23,0,1,1
6656,fraudster_event,0,40,1,0,0
6657,premium,0,36,0,1,1
6658,premium,0,6,0,1,1
6659,premium,0,55,0,1,1
6660,premium,1,36,0,1,1
6661,premium,3,2,0,1,0
6662,premium,4,24,0,0,0
6663,premium,19,45,0,1,1
6664,fraudster,3,19,1,1,1
6665,premium,3,40,0,1,1
6666,premium,22,30,0,1,0
6667,premium,1,39,0,1,1
6668,premium,1,18,0,0,1
6669,premium,0,61,0,1,0
6670,premium,4,108,0,1,1
6671,premium,5,33,0,0,0
6672,fraudster,0,1,1,0,1
6673,fraudster,0,0,1,0,1
6674,premium,193,91,0,1,1
6675,fraudster_event,0,1,1,1,0
6676,premium,141,84,0,1,1
6677,premium,141,82,0,1,1
6678,premium,0,330,0,0,1
6679,premium,4,70,0,1,1
6680,premium,202,145,0,1,1
6681,premium,153,110,0,1,1
6682,premium,0,20,0,1,1
6683,premium,0,28,0,0,0
6684,premium,33,140,0,1,1
6685,premium,10,93,0,1,1
6686,premium,1,149,0,0,0
6687,premium,0,1,0,1,0
6688,premium,0,40,0,1,1
6689,fraudster_event,0,40,1,0,0
6690,premium,13,80,0,0,1
6691,fraudster_event,1,173,1,0,0
6692,premium,9,26,0,1,0
6693,fraudster_event,0,40,1,0,0
6694,fraudster_event,0,4,1,0,1
6695,premium,5,79,0,1,0
6696,premium,2,29,0,1,1
6697,premium,55,84,0,0,1
6698,tos_lock,0,40,0,1,0
6699,premium,26,24,0,0,1
6700,premium,8,75,0,1,0
6701,premium,38,294,0,0,1
6702,premium,1,4,0,0,1
6703,premium,0,12,0,1,1
6704,premium,4,31,0,1,1
6705,premium,1345,83,0,1,1
6706,premium,1,28,0,0,1
6707,premium,0,73,0,1,1
6708,spammer_warn,715,9,0,1,0
6709,premium,186,36,0,1,1
6710,premium,1,20,0,1,1
6711,premium,5,29,0,1,1
6712,premium,0,47,0,1,1
6713,premium,2,239,0,1,0
6714,fraudster_event,0,3,1,1,0
6715,premium,7,148,0,0,1
6716,premium,0,38,0,1,1
6717,tos_warn,46,53,0,1,1
6718,premium,9,69,0,1,1
6719,premium,0,81,0,1,1
6720,spammer_noinvite,14,28,0,1,0
6721,premium,3,37,0,0,0
6722,premium,23,8,0,1,1
6723,fraudster_event,0,22,1,1,1
6724,premium,23,8,0,1,1
6725,premium,7,17,0,1,0
6726,fraudster_event,0,4,1,1,1
6727,premium,7,168,0,1,1
6728,premium,44,88,0,1,1
6729,premium,1,136,0,1,1
6730,premium,1,37,0,1,0
6731,premium,80,53,0,1,1
6732,premium,0,36,0,1,1
6733,premium,72,46,0,1,1
6734,premium,0,53,0,1,1
6735,fraudster_event,0,18,1,1,1
6736,premium,9,52,0,1,1
6737,premium,0,13,0,1,1
6738,premium,17,58,0,1,1
6739,premium,102,90,0,1,1
6740,spammer_limited,6,15,0,1,0
6741,premium,0,15,0,0,1
6742,premium,0,69,0,0,1
6743,premium,0,128,0,1,0
6744,premium,6,33,0,1,1
6745,premium,6,40,0,1,1
6746,premium,2,17,0,1,1
6747,fraudster_event,0,4,1,1,1
6748,premium,0,32,0,1,1
6749,premium,0,29,0,1,1
6750,premium,4,42,0,1,1
6751,tos_warn,0,16,0,1,0
6752,premium,3,16,0,1,1
6753,premium,8,30,0,1,1
6754,premium,0,22,0,1,1
6755,premium,144,55,0,1,1
6756,premium,8,38,0,0,1
6757,premium,2,74,0,1,1
6758,premium,5,103,0,0,1
6759,premium,1,93,0,1,1
6760,premium,0,24,0,0,1
6761,premium,0,22,0,1,1
6762,fraudster_event,0,13,1,0,1
6763,fraudster_event,1,3,1,1,1
6764,spammer_warn,51,19,0,1,1
6765,premium,9,21,0,0,1
6766,premium,0,55,0,1,1
6767,premium,0,48,0,1,1
6768,premium,40,132,0,1,1
6769,tos_warn,0,62,0,0,1
6770,fraudster_event,0,0,1,0,1
6771,premium,26,7,0,1,1
6772,premium,2,50,0,1,1
6773,premium,0,188,0,1,1
6774,premium,0,23,0,1,1
6775,premium,2,54,0,0,1
6776,premium,2,4,0,0,1
6777,fraudster_event,0,5,1,1,0
6778,spammer_limited,6,86,0,1,1
6779,premium,11,97,0,1,1
6780,premium,30,37,0,1,1
6781,premium,264,65,0,1,1
6782,spammer_limited,12,104,0,1,0
6783,premium,6,5,0,1,1
6784,fraudster_event,0,7,1,1,1
6785,fraudster_event,0,13,1,1,1
6786,premium,1,31,0,0,1
6787,premium,16,81,0,0,1
6788,fraudster_event,3,17,1,1,1
6789,premium,0,48,0,1,1
6790,premium,9,24,0,1,1
6791,premium,0,115,0,1,1
6792,tos_lock,0,4,0,0,0
6793,premium,0,27,0,1,1
6794,premium,2,15,0,1,1
6795,premium,695,11,0,1,1
6796,premium,0,247,0,1,1
6797,premium,109,6,0,1,1
6798,premium,0,35,0,0,1
6799,premium,4,73,0,1,1
6800,premium,29,19,0,1,1
6801,premium,83,35,0,1,1
6802,fraudster_event,0,56,1,1,1
6803,premium,0,29,0,1,1
6804,premium,14,29,0,1,0
6805,premium,14,0,0,0,0
6806,premium,3,57,0,1,1
6807,premium,264,36,0,1,1
6808,premium,0,5,0,1,1
6809,premium,28,85,0,1,1
6810,premium,0,72,0,1,1
6811,premium,14,0,0,0,1
6812,fraudster_event,0,4,1,1,0
6813,premium,2,118,0,0,0
6814,premium,0,147,0,1,1
6815,premium,0,47,0,1,1
6816,spammer_noinvite,4,21,0,1,0
6817,premium,10,8,0,1,1
6818,premium,3,32,0,1,0
6819,premium,104,41,0,1,1
6820,premium,0,4,0,1,1
6821,premium,43,42,0,1,0
6822,premium,21,8,0,0,1
6823,spammer_warn,47,115,0,1,1
6824,premium,6,78,0,1,0
6825,premium,0,29,0,1,0
6826,premium,0,14,0,1,1
6827,premium,0,0,0,0,1
6828,premium,11,1,0,0,1
6829,premium,307,37,0,1,1
6830,premium,0,95,0,1,0
6831,premium,47,116,0,1,1
6832,premium,1,26,0,1,0
6833,premium,51,57,0,0,1
6834,premium,417,66,0,1,0
6835,premium,2,58,0,1,1
6836,premium,25,53,0,1,1
6837,premium,0,66,0,1,1
6838,premium,1,33,0,1,1
6839,premium,558,4,0,1,1
6840,premium,2,35,0,1,1
6841,premium,32,40,0,1,0
6842,premium,3,31,0,0,1
6843,premium,61,27,0,1,1
6844,premium,4,109,0,1,1
6845,premium,4,40,0,1,1
6846,premium,0,39,0,1,1
6847,premium,1,48,0,0,1
6848,spammer_limited,20,37,0,1,0
6849,premium,0,29,0,1,1
6850,premium,5,38,0,1,0
6851,premium,0,65,0,1,0
6852,premium,0,179,0,0,1
6853,fraudster_event,0,9,1,0,1
6854,premium,121,42,0,1,1
6855,premium,4,38,0,1,0
6856,premium,2,74,0,1,0
6857,premium,20,36,0,1,0
6858,premium,0,80,0,0,1
6859,premium,0,43,0,1,1
6860,premium,187,75,0,1,1
6861,premium,10,92,0,1,1
6862,premium,92,29,0,1,0
6863,premium,21,22,0,1,1
6864,premium,7,2,0,1,1
6865,premium,0,45,0,0,0
6866,fraudster_event,0,1,1,1,1
6867,premium,61,49,0,1,0
6868,premium,20,77,0,1,1
6869,premium,0,41,0,1,1
6870,premium,0,60,0,1,1
6871,premium,3,25,0,1,0
6872,premium,3,23,0,0,0
6873,premium,0,23,0,1,1
6874,premium,0,64,0,1,1
6875,premium,13,166,0,1,1
6876,premium,0,100,0,1,1
6877,premium,2,33,0,1,1
6878,premium,2,33,0,0,1
6879,premium,3,60,0,1,1
6880,spammer_warn,4,70,0,1,1
6881,premium,0,50,0,1,1
6882,premium,2,64,0,1,1
6883,premium,1,64,0,0,1
6884,premium,0,36,0,0,1
6885,premium,1,89,0,1,0
6886,premium,0,40,0,1,1
6887,premium,39,123,0,1,1
6888,premium,2,82,0,1,1
6889,premium,1,107,0,1,1
6890,premium,24,9,0,1,1
6891,premium,0,67,0,0,1
6892,premium,0,29,0,1,1
6893,premium,0,88,0,1,1
6894,premium,2,58,0,1,1
6895,premium,0,40,0,1,1
6896,premium,0,35,0,1,1
6897,premium,2,30,0,1,1
6898,premium,0,46,0,1,0
6899,premium,31,92,0,1,0
6900,premium,7,39,0,1,1
6901,premium,0,31,0,1,0
6902,spammer_warn,3,20,0,1,1
6903,premium,0,87,0,1,1
6904,premium,0,19,0,0,1
6905,premium,0,22,0,1,0
6906,premium,44,36,0,1,1
6907,spammer_warn,17,35,0,1,1
6908,premium,0,37,0,1,1
6909,premium,0,61,0,1,1
6910,premium,0,51,0,1,1
6911,fraudster_event,0,0,1,0,1
6912,premium,0,113,0,1,1
6913,premium,0,108,0,1,0
6914,premium,30,74,0,0,1
6915,premium,3,13,0,1,1
6916,premium,17,112,0,1,1
6917,premium,0,17,0,1,1
6918,premium,0,44,0,1,0
6919,premium,203,18,0,1,1
6920,tos_warn,14,3,0,1,1
6921,premium,12,39,0,1,1
6922,premium,0,25,0,1,1
6923,premium,103,102,0,0,1
6924,premium,16,86,0,1,1
6925,premium,18,63,0,1,1
6926,premium,10,34,0,1,1
6927,premium,8,20,0,1,1
6928,premium,0,94,0,1,0
6929,premium,1,58,0,0,1
6930,premium,5,31,0,1,1
6931,premium,15,26,0,1,1
6932,premium,74,165,0,1,1
6933,premium,0,28,0,1,1
6934,premium,13,48,0,1,1
6935,premium,0,0,0,0,1
6936,premium,2,21,0,1,1
6937,premium,12,70,0,1,1
6938,premium,26,17,0,1,0
6939,premium,0,53,0,1,1
6940,premium,3,1,0,0,1
6941,premium,1,67,0,0,1
6942,premium,121,81,0,1,1
6943,fraudster_event,0,9,1,0,1
6944,premium,0,7,0,1,1
6945,premium,0,26,0,1,1
6946,premium,0,8,0,1,1
6947,premium,94,19,0,0,1
6948,premium,0,59,0,1,1
6949,premium,2,20,0,1,1
6950,premium,3,44,0,1,1
6951,premium,0,9,0,0,1
6952,premium,1,32,0,0,0
6953,premium,0,15,0,1,1
6954,spammer_noinvite,2,17,0,1,1
6955,premium,14,51,0,0,1
6956,premium,0,9,0,1,1
6957,premium,24,53,0,1,1
6958,fraudster_event,0,40,1,0,0
6959,premium,1,42,0,1,1
6960,premium,0,36,0,1,0
6961,premium,10,26,0,0,1
6962,premium,1,49,0,1,1
6963,premium,26,41,0,0,1
6964,spammer_warn,4,74,0,1,1
6965,premium,106,111,0,1,1
6966,premium,0,37,0,0,1
6967,premium,9,40,0,1,1
6968,premium,0,39,0,1,1
6969,fraudster_event,0,1,1,0,1
6970,fraudster_event,0,5,1,0,1
6971,premium,30,43,0,1,1
6972,fraudster_event,0,1,1,1,1
6973,premium,0,23,0,1,1
6974,spammer_noinvite,22,41,0,1,1
6975,premium,3,37,0,1,1
6976,premium,38,28,0,0,1
6977,premium,145,20,0,1,1
6978,premium,13,23,0,1,0
6979,premium,5,32,0,1,0
6980,premium,29,11,0,1,1
6981,spammer_warn,55,31,0,1,1
6982,premium,50,24,0,0,1
6983,spammer_limited,0,0,0,0,1
6984,premium,0,28,0,1,1
6985,fraudster_event,0,5,1,0,0
6986,fraudster_event,0,0,1,0,0
6987,premium,77,28,0,1,1
6988,premium,8,20,0,0,1
6989,premium,0,20,0,1,1
6990,premium,0,11,0,1,1
6991,premium,0,9,0,1,0
6992,premium,0,10,0,1,0
6993,premium,13,14,0,1,1
6994,fraudster_event,0,40,1,0,0
6995,premium,33,39,0,1,1
6996,premium,33,46,0,1,1
6997,premium,0,1,0,0,1
6998,fraudster_event,0,4,1,1,1
6999,fraudster_event,0,6,1,0,1
7000,spammer_warn,0,2,0,1,1
7001,premium,0,85,0,1,1
7002,tos_lock,24,69,0,1,1
7003,premium,0,51,0,1,1
7004,premium,1,71,0,1,0
7005,premium,8,142,0,1,0
7006,premium,0,40,0,1,0
7007,premium,0,53,0,0,1
7008,premium,1,24,0,1,1
7009,premium,7,20,0,1,0
7010,premium,4,55,0,1,0
7011,fraudster_event,0,195,1,1,0
7012,premium,0,30,0,1,1
7013,premium,0,17,0,1,1
7014,premium,0,23,0,1,1
7015,premium,0,17,0,1,1
7016,premium,0,15,0,1,1
7017,premium,0,27,0,0,0
7018,premium,2,3,0,1,1
7019,premium,9,17,0,1,1
7020,premium,0,59,0,1,1
7021,premium,3,33,0,1,1
7022,premium,3,24,0,1,0
7023,premium,14,53,0,1,1
7024,spammer_limited,3,41,0,1,1
7025,premium,0,17,0,1,1
7026,premium,12,14,0,1,1
7027,premium,1,47,0,1,1
7028,premium,66,75,0,1,1
7029,premium,0,36,0,1,1
7030,premium,0,10,0,1,0
7031,premium,0,25,0,1,1
7032,premium,1,57,0,1,1
7033,premium,0,17,0,1,1
7034,premium,0,21,0,1,1
7035,premium,0,15,0,1,1
7036,fraudster,0,21,1,0,1
7037,premium,8,73,0,1,1
7038,premium,2,51,0,1,0
7039,premium,2,7,0,0,1
7040,premium,133,40,0,1,1
7041,premium,0,29,0,1,1
7042,premium,1,32,0,0,1
7043,premium,9,46,0,0,1
7044,premium,8,24,0,1,0
7045,premium,3,86,0,1,1
7046,premium,0,68,0,1,0
7047,fraudster,0,1,1,0,1
7048,premium,1,48,0,1,1
7049,tos_lock,148,42,0,1,1
7050,premium,6,19,0,1,1
7051,premium,39,25,0,1,1
7052,premium,3,25,0,0,1
7053,premium,0,207,0,1,0
7054,premium,3,23,0,1,0
7055,premium,0,22,0,1,1
7056,premium,5,77,0,1,0
7057,premium,2,42,0,1,0
7058,premium,5,44,0,1,0
7059,premium,1,20,0,1,1
7060,premium,2,21,0,1,1
7061,premium,41,13,0,1,0
7062,premium,0,24,0,1,1
7063,spammer_limited,0,94,0,1,1
7064,premium,2,12,0,1,1
7065,premium,3,8,0,1,1
7066,premium,1,4,0,1,1
7067,premium,0,44,0,0,1
7068,spammer_limited,26,9,0,0,1
7069,premium,0,16,0,1,0
7070,premium,0,30,0,1,1
7071,premium,0,23,0,1,1
7072,premium,0,32,0,1,1
7073,premium,45,60,0,1,1
7074,locked,2,11,0,1,1
7075,premium,34,69,0,1,1
7076,premium,0,22,0,0,0
7077,tos_lock,0,2,0,1,0
7078,premium,0,52,0,1,1
7079,premium,66,56,0,1,1
7080,premium,18,176,0,1,1
7081,premium,2,37,0,1,0
7082,fraudster,1,25,1,0,1
7083,premium,1,108,0,1,0
7084,premium,9,34,0,1,1
7085,premium,3,8,0,1,1
7086,premium,3,27,0,1,1
7087,premium,0,10,0,1,1
7088,premium,2,45,0,1,1
7089,premium,4,26,0,1,1
7090,premium,9,137,0,1,1
7091,premium,0,37,0,0,0
7092,premium,1,114,0,1,0
7093,premium,1,137,0,1,1
7094,premium,22,17,0,1,1
7095,premium,0,79,0,1,1
7096,premium,21,13,0,1,0
7097,premium,12,322,0,1,0
7098,premium,1,29,0,0,0
7099,premium,0,156,0,1,1
7100,premium,1,35,0,1,1
7101,premium,0,38,0,1,1
7102,fraudster,0,4,1,1,1
7103,premium,202,79,0,1,0
7104,premium,0,27,0,1,1
7105,premium,3,44,0,1,1
7106,premium,10,286,0,0,1
7107,premium,0,28,0,1,1
7108,premium,3,68,0,1,1
7109,premium,5,8,0,1,1
7110,premium,2,31,0,1,1
7111,premium,5,31,0,1,0
7112,fraudster,0,4,1,1,1
7113,premium,90,28,0,1,1
7114,premium,25,198,0,1,1
7115,fraudster,0,2,1,1,1
7116,fraudster,0,2,1,1,1
7117,premium,3,26,0,1,1
7118,premium,0,73,0,1,1
7119,premium,0,16,0,1,1
7120,fraudster,0,1,1,0,1
7121,premium,7,79,0,0,1
7122,premium,3,47,0,1,1
7123,premium,26,262,0,1,1
7124,premium,30,40,0,1,1
7125,premium,34,41,0,0,1
7126,premium,10,237,0,1,1
7127,premium,1,77,0,1,0
7128,premium,190,83,0,1,1
7129,premium,2,17,0,1,1
7130,premium,1104,10,0,1,1
7131,premium,6,31,0,1,0
7132,premium,81,21,0,1,0
7133,premium,1,46,0,0,1
7134,premium,96,41,0,1,0
7135,premium,7,36,0,1,1
7136,premium,6,22,0,1,0
7137,premium,2,3,0,1,0
7138,spammer_noinvite,5,17,0,0,1
7139,fraudster_event,0,8,1,0,0
7140,premium,0,37,0,1,0
7141,locked,121,75,0,1,1
7142,tos_warn,1,32,0,1,1
7143,fraudster,0,1,1,1,1
7144,premium,0,91,0,1,1
7145,premium,4,74,0,1,0
7146,premium,0,40,0,1,1
7147,premium,2,82,0,1,0
7148,premium,13,368,0,1,1
7149,premium,1,47,0,1,1
7150,premium,48,19,0,1,0
7151,premium,7,0,0,1,1
7152,premium,49,316,0,1,1
7153,spammer_noinvite,1,9,0,1,1
7154,premium,1,45,0,1,1
7155,premium,5,22,0,1,0
7156,premium,1,33,0,1,1
7157,premium,15,29,0,1,0
7158,premium,5,12,0,0,1
7159,fraudster_event,0,6,1,1,1
7160,premium,5,43,0,1,1
7161,fraudster,0,5,1,0,0
7162,premium,0,99,0,1,1
7163,premium,125,8,0,0,1
7164,premium,1,61,0,1,1
7165,premium,0,12,0,1,1
7166,premium,2,38,0,1,0
7167,premium,22,22,0,1,1
7168,premium,0,7,0,1,1
7169,premium,0,38,0,1,1
7170,premium,0,12,0,1,1
7171,premium,32,19,0,1,1
7172,premium,6,0,0,1,1
7173,premium,24,23,0,1,1
7174,premium,24,23,0,1,1
7175,premium,30,25,0,1,1
7176,premium,20,83,0,1,1
7177,premium,0,28,0,1,0
7178,premium,2,4,0,1,1
7179,fraudster_event,0,9,1,1,1
7180,premium,30,32,0,1,1
7181,fraudster_event,0,2,1,1,1
7182,premium,89,63,0,0,1
7183,premium,22,19,0,1,1
7184,premium,1,84,0,0,0
7185,premium,701,65,0,1,1
7186,premium,696,60,0,1,1
7187,premium,8,84,0,0,0
7188,premium,73,74,0,1,0
7189,premium,3,216,0,1,0
7190,premium,37,74,0,1,0
7191,premium,3,62,0,1,1
7192,premium,2,33,0,1,1
7193,fraudster_event,0,4,1,1,1
7194,premium,0,28,0,0,0
7195,premium,0,104,0,1,1
7196,premium,1,61,0,1,0
7197,premium,0,122,0,1,1
7198,premium,0,58,0,1,1
7199,fraudster_event,0,3,1,1,0
7200,premium,14,39,0,1,1
7201,premium,100,93,0,1,1
7202,premium,245,3,0,0,1
7203,premium,2,18,0,0,1
7204,premium,1,91,0,1,0
7205,premium,2,90,0,1,1
7206,premium,6,200,0,1,1
7207,premium,3,28,0,1,1
7208,premium,284,14,0,1,0
7209,premium,4,11,0,1,1
7210,premium,0,1,0,0,1
7211,premium,22,0,0,0,0
7212,premium,10,111,0,1,1
7213,premium,2,0,0,0,1
7214,premium,0,25,0,1,0
7215,premium,0,30,0,1,1
7216,premium,0,20,0,0,1
7217,premium,28,41,0,1,1
7218,premium,2,23,0,1,1
7219,premium,0,82,0,1,1
7220,premium,20,13,0,1,1
7221,premium,2,34,0,1,1
7222,premium,68,15,0,1,1
7223,premium,18,51,0,1,1
7224,fraudster_event,0,4,1,1,1
7225,premium,0,45,0,1,0
7226,premium,0,24,0,1,1
7227,premium,0,9,0,1,1
7228,premium,0,19,0,1,0
7229,premium,64,40,0,0,0
7230,premium,11,0,0,0,1
7231,premium,0,10,0,1,0
7232,premium,2,29,0,1,1
7233,premium,6,11,0,1,1
7234,premium,13,7,0,0,1
7235,premium,0,118,0,1,1
7236,premium,4,29,0,1,1
7237,premium,15,31,0,1,1
7238,spammer_warn,53,271,0,1,1
7239,fraudster_event,0,2,1,0,1
7240,premium,0,54,0,1,1
7241,spammer_warn,29,138,0,1,1
7242,fraudster_event,0,40,1,0,0
7243,premium,0,15,0,1,1
7244,premium,83,65,0,1,1
7245,premium,8,148,0,1,1
7246,premium,154,65,0,1,1
7247,premium,12,245,0,1,1
7248,premium,3,31,0,1,1
7249,premium,0,27,0,1,1
7250,premium,10,71,0,0,1
7251,premium,2,16,0,0,0
7252,premium,11,146,0,0,1
7253,premium,0,35,0,1,0
7254,premium,0,19,0,1,0
7255,premium,8,15,0,1,0
7256,premium,1,32,0,1,0
7257,premium,134,95,0,1,0
7258,tos_warn,0,10,0,1,0
7259,premium,288,3,0,0,1
7260,premium,0,57,0,1,0
7261,premium,237,63,0,1,1
7262,premium,230,50,0,1,1
7263,premium,2,19,0,1,1
7264,premium,1,46,0,1,0
7265,premium,37,14,0,1,1
7266,premium,39,16,0,1,1
7267,premium,6,12,0,0,0
7268,premium,0,27,0,1,1
7269,premium,1,128,0,0,1
7270,fraudster_event,0,5,1,0,1
7271,fraudster_event,0,40,1,0,0
7272,premium,21,112,0,1,1
7273,premium,0,93,0,1,1
7274,premium,28,150,0,1,0
7275,premium,0,17,0,1,1
7276,premium,6,56,0,1,1
7277,premium,78,109,0,0,1
7278,premium,0,28,0,1,1
7279,premium,0,33,0,1,1
7280,premium,86,332,0,0,1
7281,premium,0,54,0,1,1
7282,premium,3,168,0,1,1
7283,premium,1,16,0,1,1
7284,premium,22,123,0,1,0
7285,premium,0,81,0,1,1
7286,premium,5,53,0,1,1
7287,premium,2,32,0,1,1
7288,premium,21,47,0,1,1
7289,premium,0,147,0,1,1
7290,tos_warn,0,18,0,1,0
7291,premium,33,136,0,1,0
7292,spammer_warn,5,91,0,1,1
7293,premium,1,127,0,1,1
7294,premium,11,257,0,1,0
7295,premium,3,118,0,1,1
7296,premium,7,40,0,1,0
7297,premium,23,64,0,1,1
7298,premium,16,68,0,1,0
7299,premium,0,49,0,1,1
7300,premium,4,47,0,1,1
7301,premium,13,18,0,1,1
7302,premium,144,32,0,1,1
7303,premium,9,53,0,1,1
7304,premium,55,101,0,1,1
7305,premium,0,45,0,1,1
7306,fraudster_event,0,1,1,1,1
7307,premium,13,31,0,0,0
7308,spammer_limited,4,26,0,1,1
7309,fraudster_event,0,2,1,0,0
7310,premium,56,116,0,1,1
7311,premium,0,11,0,1,1
7312,premium,5,8,0,0,1
7313,premium,2,0,0,0,0
7314,premium,3,83,0,1,1
7315,premium,0,80,0,0,0
7316,premium,1,44,0,1,1
7317,premium,0,59,0,0,1
7318,premium,2,36,0,1,1
7319,spammer_limited,22,48,0,1,1
7320,premium,0,127,0,1,1
7321,premium,41,26,0,1,1
7322,premium,32,47,0,1,1
7323,fraudster_event,0,0,1,1,0
7324,premium,0,90,0,1,0
7325,premium,1,114,0,0,1
7326,premium,0,12,0,1,1
7327,premium,125,60,0,1,1
7328,premium,0,5,0,0,1
7329,premium,32,38,0,1,0
7330,spammer_limited,9,8,0,1,1
7331,premium,11,15,0,1,1
7332,premium,1,66,0,1,1
7333,premium,37,214,0,1,0
7334,premium,0,0,0,0,0
7335,premium,7,43,0,1,0
7336,premium,3,129,0,1,1
7337,premium,6,81,0,1,1
7338,premium,0,17,0,1,1
7339,premium,227,84,0,1,1
7340,premium,0,26,0,1,1
7341,spammer_limited,12,17,0,1,1
7342,premium,0,55,0,1,1
7343,premium,22,126,0,1,1
7344,premium,0,103,0,1,1
7345,spammer_limited,67,31,0,1,1
7346,premium,1,28,0,0,1
7347,premium,15,16,0,1,1
7348,premium,86,66,0,0,1
7349,premium,0,48,0,1,1
7350,premium,0,41,0,1,0
7351,premium,1,29,0,1,1
7352,premium,8,78,0,1,1
7353,premium,1,81,0,1,0
7354,premium,13,51,0,0,1
7355,premium,12,29,0,1,1
7356,premium,6,57,0,0,1
7357,premium,1,89,0,1,1
7358,premium,21,46,0,1,0
7359,premium,4,88,0,1,0
7360,premium,4,22,0,1,0
7361,premium,16,27,0,1,1
7362,premium,0,44,0,1,0
7363,fraudster_event,0,1,1,0,1
7364,premium,951,72,0,1,1
7365,premium,3,27,0,1,1
7366,premium,0,4,0,1,1
7367,fraudster_event,0,5,1,1,1
7368,premium,0,138,0,1,1
7369,premium,62,66,0,1,1
7370,premium,95,147,0,1,1
7371,premium,0,92,0,1,1
7372,premium,12,14,0,0,1
7373,premium,0,20,0,1,1
7374,premium,15,72,0,1,0
7375,premium,23,180,0,1,1
7376,premium,2,39,0,1,1
7377,fraudster_event,0,40,1,0,0
7378,premium,0,39,0,1,0
7379,premium,4,9,0,1,1
7380,premium,10,17,0,0,0
7381,premium,0,32,0,0,0
7382,premium,0,32,0,1,0
7383,premium,2,64,0,1,1
7384,premium,0,148,0,1,1
7385,premium,1292,29,0,1,1
7386,premium,3,6,0,0,1
7387,premium,1,141,0,1,1
7388,premium,0,63,0,1,1
7389,premium,1,47,0,1,1
7390,premium,0,24,0,0,1
7391,premium,3,46,0,1,1
7392,premium,0,47,0,0,1
7393,premium,0,61,0,1,1
7394,premium,0,28,0,1,1
7395,premium,0,138,0,1,1
7396,premium,0,59,0,1,1
7397,premium,9,4,0,1,1
7398,premium,0,0,0,0,1
7399,premium,226,35,0,0,1
7400,premium,3,40,0,1,1
7401,premium,0,36,0,1,0
7402,premium,2,38,0,1,1
7403,premium,0,2,0,1,1
7404,premium,9,32,0,0,1
7405,premium,0,28,0,1,0
7406,premium,0,43,0,1,1
7407,premium,0,0,0,1,1
7408,premium,1,51,0,1,1
7409,locked,314,52,0,1,1
7410,premium,0,10,0,0,0
7411,premium,13,31,0,1,1
7412,premium,1,18,0,1,1
7413,premium,11,24,0,1,1
7414,premium,0,24,0,1,0
7415,premium,5,36,0,1,1
7416,fraudster_event,0,0,1,0,0
7417,premium,0,31,0,1,1
7418,premium,0,28,0,1,1
7419,premium,4,97,0,1,1
7420,premium,0,8,0,1,1
7421,premium,66,123,0,1,0
7422,premium,2,25,0,1,1
7423,premium,32,16,0,1,1
7424,premium,0,66,0,0,1
7425,premium,0,5,0,1,1
7426,premium,17,57,0,1,0
7427,premium,1,50,0,1,1
7428,premium,145,120,0,1,0
7429,premium,2,30,0,1,1
7430,premium,0,68,0,0,1
7431,premium,9,51,0,1,1
7432,premium,0,12,0,1,1
7433,premium,14,67,0,0,1
7434,premium,2,74,0,1,1
7435,premium,15,8,0,1,1
7436,premium,25,83,0,0,1
7437,premium,0,35,0,1,1
7438,premium,0,6,0,1,1
7439,fraudster_event,0,2,1,0,1
7440,premium,0,51,0,0,0
7441,premium,0,74,0,0,1
7442,premium,21,68,0,1,1
7443,premium,212,95,0,1,1
7444,premium,0,31,0,1,1
7445,premium,3,94,0,1,1
7446,premium,4,58,0,1,1
7447,fraudster_event,0,18,1,0,0
7448,premium,1,24,0,1,1
7449,premium,4,44,0,1,1
7450,premium,2,26,0,1,1
7451,premium,6,42,0,1,1
7452,premium,16,14,0,0,1
7453,premium,0,28,0,1,1
7454,premium,0,94,0,1,1
7455,premium,26,33,0,1,1
7456,premium,1,30,0,1,1
7457,premium,79,25,0,1,1
7458,premium,119,12,0,1,1
7459,premium,1,25,0,1,1
7460,premium,540,33,0,1,1
7461,premium,12,61,0,1,0
7462,premium,486,41,0,1,0
7463,fraudster_event,0,1,1,0,1
7464,premium,1,13,0,1,1
7465,premium,2,26,0,1,0
7466,premium,2,32,0,1,1
7467,premium,0,5,0,0,1
7468,premium,2,25,0,1,1
7469,premium,25,49,0,1,1
7470,premium,2,40,0,0,1
7471,premium,0,21,0,1,1
7472,premium,225,64,0,1,1
