,acct_type,body_length,gts,listed,name_length,num_order,num_payouts,sale_duration2,fraud_target,time_to_payout,time_till_event,is_country_same,CHECK,ACH
3362,fraudster_event,0,5891.95,0,15,18,0,1,1,432000,False,1,0,1
3363,premium,409,85.39,1,22,1,16,13,0,432000,False,1,0,1
3364,premium,638,4769.63,1,6,86,17,32,0,432000,False,1,1,0
3365,premium,2244,965.52,1,24,39,0,32,0,432000,True,0,0,1
3366,premium,1288,1500.0,1,30,13,2,50,0,432000,False,1,1,0
3367,premium,743,5346.25,1,61,43,3,57,0,432000,False,0,0,1
3368,premium,627,6015.93,1,37,7,11,86,0,432000,False,1,0,1
3369,premium,6821,798.6,1,20,25,2,32,0,432000,False,0,0,1
3370,premium,1868,399.02,1,56,28,0,23,0,432000,False,1,0,1
3371,premium,1486,590.2,1,49,11,0,21,0,432000,False,1,0,1
3372,premium,1268,135.55,1,28,6,0,56,0,432000,False,1,0,1
3373,premium,0,295.68,1,28,6,187,42,0,432000,False,1,0,1
3374,premium,2651,60.53,0,27,2,0,24,0,432000,True,0,0,1
3375,premium,2237,140.0,1,9,3,12,13,0,432000,False,1,1,0
3376,premium,6660,600.08,1,29,52,5,18,0,432000,False,1,0,1
3377,premium,1522,115.32,1,21,2,18,66,0,432000,False,1,0,1
3378,premium,3516,84.1,1,55,4,0,29,0,432000,False,1,0,1
3379,premium,2423,670.0,1,26,30,21,17,0,432000,False,1,0,1
3380,premium,4360,14907.11,1,29,270,0,130,0,432000,False,1,1,0
3381,premium,2025,708.18,1,28,6,2,13,0,432000,False,1,0,1
3382,premium,1546,68.44,1,27,3,0,66,0,432000,False,1,0,1
3383,premium,20596,468.7,1,52,6,0,21,0,432000,False,1,0,1
3384,premium,273,1101.4,1,24,2,0,135,0,432000,False,1,0,1
3385,premium,3019,664.11,1,43,8,46,181,0,432000,False,1,0,1
3386,premium,1221,1254.01,1,29,5,2,106,0,432000,False,1,0,1
3387,premium,2763,161.56,0,21,14,1,20,0,432000,False,0,1,0
3388,premium,4830,2624.68,1,12,49,8,49,0,432000,False,1,0,1
3389,premium,272,206.34,1,45,7,23,23,0,432000,False,1,0,1
3390,premium,233,85.0,1,72,1,0,94,0,432000,False,1,0,1
3391,fraudster_event,147,0.0,1,23,0,0,5,1,432000,False,1,0,0
3392,premium,0,5.0,0,15,1,2,91,0,432000,False,1,0,1
3393,premium,1771,185.66,1,34,10,22,78,0,432000,False,1,0,1
3394,premium,2757,100.12,1,61,1,2,60,0,432000,False,1,0,1
3395,premium,3161,70.0,1,47,2,7,49,0,432000,False,1,0,1
3396,premium,4916,738.56,1,18,52,5,26,0,432000,False,1,1,0
3397,premium,6654,910.0,1,28,35,0,52,0,432000,False,1,0,1
3398,premium,2956,914.74,1,39,49,3,12,0,432000,False,1,0,1
3399,premium,4801,415.57,1,15,16,18,14,0,432000,False,1,0,1
3400,premium,12516,23.08,1,83,1,0,3,0,432000,False,1,1,0
3401,premium,3456,80.0,1,55,1,13,61,0,432000,False,1,0,1
3402,premium,3456,120.0,1,55,2,16,64,0,432000,False,1,0,1
3403,premium,0,306.0,0,19,13,640,16,0,432000,False,1,0,1
3404,spammer_noinvite,5410,803.73,1,43,13,9,27,0,432000,False,1,0,1
3405,premium,14405,3350.0,1,65,3,7,20,0,432000,False,1,0,1
3406,premium,273,2187.24,1,37,44,0,38,0,432000,False,1,0,1
3407,premium,3684,54.0,1,43,1,100,108,0,432000,False,1,0,1
3408,premium,3036,30.0,1,37,1,87,101,0,432000,False,1,0,1
3409,premium,976,14.0,1,29,1,0,72,0,432000,False,1,0,1
3410,premium,748,53.74,0,47,1,0,0,0,432000,False,0,0,1
3411,premium,420,564.99,1,52,13,0,27,0,432000,False,0,0,1
3412,premium,2177,2168.5,0,32,1,1,65,0,432000,False,1,0,1
3413,premium,1988,1227.67,1,61,5,20,127,0,432000,False,1,0,1
3414,premium,5395,140.0,1,49,6,1,16,0,432000,False,1,0,1
3415,premium,5065,159.12,1,80,14,70,30,0,432000,False,1,0,1
3416,premium,2552,2460.63,1,44,114,3,32,0,432000,False,1,0,1
3417,premium,1034,46.16,1,52,3,3,72,0,432000,False,1,0,1
3418,premium,0,600.94,0,29,10,162,16,0,432000,False,1,0,1
3419,premium,2735,425.0,1,33,9,13,73,0,432000,False,1,0,1
3420,premium,821,20107.32,1,66,54,0,81,0,432000,False,0,0,1
3421,premium,469,7816.3,1,14,4,0,31,0,432000,False,1,1,0
3422,premium,586,33.9,1,14,1,0,12,0,432000,False,0,0,1
3423,premium,2383,448.95,1,18,26,1,31,0,432000,False,1,0,1
3424,premium,484,520.26,1,21,5,6,38,0,432000,False,1,0,1
3425,premium,1640,2893.73,1,33,46,0,27,0,432000,False,1,0,1
3426,premium,5962,5200.0,1,26,31,0,126,0,432000,False,1,0,1
3427,premium,1091,65.0,1,32,3,132,54,0,432000,False,1,0,1
3428,premium,9706,461.58,1,17,27,0,71,0,432000,False,1,0,1
3429,premium,1835,50.0,1,20,2,0,13,0,432000,False,1,0,1
3430,premium,923,225.0,1,45,1,0,16,0,432000,False,1,0,1
3431,premium,3043,819.72,1,52,16,0,65,0,432000,False,1,0,1
3432,premium,2930,2497.76,1,37,7,9,7,0,432000,False,1,1,0
3433,premium,1800,269.65,1,36,8,159,24,0,432000,False,1,0,1
3434,premium,72,700.0,1,7,6,1,8,0,432000,False,1,0,1
3435,premium,2555,594.86,1,34,34,3,58,0,432000,False,1,0,1
3436,premium,1342,2085.68,1,33,81,6,13,0,432000,False,1,0,1
3437,premium,5421,24042.17,1,38,39,0,104,0,432000,False,0,0,1
3438,fraudster_event,24,638.94,1,16,6,0,3,1,432000,False,1,0,1
3439,premium,198,28197.12,0,36,296,5,41,0,432000,False,0,1,0
3440,premium,1456,300.0,0,55,10,496,30,0,432000,False,1,0,1
3441,premium,1086,613.55,0,51,10,0,14,0,432000,False,0,0,1
3442,premium,0,150.0,0,42,4,9,1,0,432000,False,0,0,1
3443,premium,2673,329.19,1,38,3,19,48,0,432000,False,1,0,1
3444,fraudster_event,743,0.0,1,28,0,0,6,1,432000,False,0,0,0
3445,premium,5104,232.44,1,40,14,1,32,0,432000,False,1,0,1
3446,premium,3519,8700.0,1,58,31,0,28,0,432000,False,1,1,0
3447,fraudster_event,9141,4874.5,0,10,19,0,2,1,432000,False,0,0,0
3448,premium,847,60.0,1,29,4,6,22,0,432000,False,1,0,1
